"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
194,"NCT04424121","CCTA, CACS and ECG Stress Testing in Patients With Suspected CAD: Precision Phenotyping and Financial Evaluation","DATASET","Not yet recruiting","No Results Available","Stable Angina|Coronary Artery Disease|Atherosclerosis|Coronary Artery Calcification","Diagnostic Test: CCTA","Major Adverse Cardiac Events (MACE)|Chest-pain rehospitalization|Frequency of angina [Seattle Angina Questionnaire (SAQ)]|Generic health status [Medical Outcomes Study 12-Item Short Form (SF-12)]","Aristotle University Of Thessaloniki|Lefkos Stavros The Athens Clinic|Affidea Kozani Cardiac Imaging Center|National and Kapodistrian University of Athens","All","18 Years and older   (Adult, Older Adult)","Not Applicable","900","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","DATASET PRECISE_01062020_03448","January 1, 2021","June 30, 2023","December 31, 2023","June 9, 2020",,"June 9, 2020","Lefkos Stavros The Athens Clinic, Athens, Greece|National and Kapodistrian University of Athens, School of Medicine, Athens, Greece|Affidea Kozani Cardiac Imaging Center, Kozáni, Greece|Aristotle University of Thessaloniki, School of Medicine, Thessaloníki, Greece",,"https://ClinicalTrials.gov/show/NCT04424121"
195,"NCT04270799","Lung Nodule Imaging Biobank for Radiomics and AI Research","LIBRA","Not yet recruiting","No Results Available","Lung Cancer|Pulmonary Nodule, Multiple|Pulmonary Nodule, Solitary|Lung Neoplasms","Diagnostic Test: Machine Learning Classification","Development of an imaging biobank|Discovery of a CT-thorax based radiomics profile to predict cancer risk.","Royal Marsden NHS Foundation Trust|Royal Marsden Partners|The Royal Brompton and Harefield NHS Foundation Trust|University College London Hospitals|Guys and St Thomas' NHS Foundation Trust|Imperial College NHS Foundation Trust|Lewisham and Greenwich NHS Trust|King's College Hospital NHS Trust|Epsom and St Helier University Hospitals NHS Trust|The Institute of Cancer Research, London|Biomedical Research Centre, London","All","18 Years and older   (Adult, Older Adult)",,"1000","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","CCR5215","April 2020","August 2021","August 2021","February 17, 2020",,"February 17, 2020",,,"https://ClinicalTrials.gov/show/NCT04270799"
196,"NCT04220437","Identification of Neoatherosclerosis in ISR Patients Based on Artifical Intelligence",,"Recruiting","No Results Available","In-stent Restenosis|Neo-atherosclerosis|Retrospective","Other: no interventin","The identification of NA|neovascularizaion|ISR segment in the CAG images|lipid‐core arc|Thin‐cap fibroatheroma‐like neointima|macrophage arc","Chinese PLA General Hospital","All","18 Years to 80 Years   (Adult, Older Adult)",,"90","Other","Observational","Observational Model: Other|Time Perspective: Retrospective","AI-301-ISR","February 1, 2019","June 30, 2020","December 30, 2020","January 7, 2020",,"January 7, 2020","The General Hospital of PLA, Beijing, China",,"https://ClinicalTrials.gov/show/NCT04220437"
197,"NCT04299919","The AI Prognostic Assessment and Pathological Basis Research of Early HCC After Minimally Invasive Treatment",,"Active, not recruiting","No Results Available","Hepatocellular Carcinoma","Procedure: Minimally invasive treatment|Procedure: Hepatectomy","Three-month recurrence|Six-month recurrence|One-year recurrence|Two-year recurrence|Three-year recurrence|Progression-free survival","The First Affiliated Hospital of Dalian Medical University","All","Child, Adult, Older Adult",,"1200","Other","Observational","Observational Model: Case-Control|Time Perspective: Retrospective","PJ-KS-KY-2019-167","April 1, 2007","June 30, 2023","June 30, 2024","March 9, 2020",,"March 9, 2020","The First Affiliated Hospital of Dalian Medical University, Dalian, Liaoning, China",,"https://ClinicalTrials.gov/show/NCT04299919"
198,"NCT03650686","Validity, Reliability and Feasibility of an Automated Photographic Measurement/Assessment of Food Intake in the Hospitalized Elderly","PAMPILLE","Recruiting","No Results Available","Elderly People|Food Intake Measurement","Other: Food weighing (gold standard)|Other: Automated photographic method (method to be evaluated)|Other: Semi-quantitative method (routine method)","Average percentage quantification of ingesta","Centre Hospitalier Universitaire Dijon","All","18 Years and older   (Adult, Older Adult)",,"70","Other","Observational","Observational Model: Other|Time Perspective: Prospective","Buisson PHRIP 2017 PAMPILLE","May 3, 2018","May 2019","December 2019","August 29, 2018",,"August 29, 2018","Chu Dijon Bourogne, Dijon, France",,"https://ClinicalTrials.gov/show/NCT03650686"
199,"NCT04407533","Dietary Intake and Eating Habits During the COVID-19 Pandemic","COVIDiet","Recruiting","No Results Available","COVID-19","Other: Diet tracking and survey","Dietary intake|Diet quality|Eating habits","McGill University","All","18 Years and older   (Adult, Older Adult)",,"1920","Other","Observational","Observational Model: Ecologic or Community|Time Perspective: Prospective","20-04-064","May 25, 2020","August 31, 2022","August 31, 2022","May 29, 2020",,"May 29, 2020","McGill University - School of Human Nutrition, Montréal, Quebec, Canada",,"https://ClinicalTrials.gov/show/NCT04407533"
200,"NCT04447599","Conjunctival and Retinal Vascularization and Small Vessel Disease","EVACORMA","Not yet recruiting","No Results Available","Cerebral Stroke","Other: photography of conjunctival vessels","Numbers of conjunctival vascular abnormalities|Classification of different types of vascular abnormalities in different grades of small vessel disease|Absence of difference between the 2 eyes|same stade of vascular abnormalities","University Hospital, Toulouse","All","55 Years to 80 Years   (Adult, Older Adult)","Not Applicable","850","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","RC31/20/0001","September 1, 2020","September 1, 2022","September 1, 2022","June 25, 2020",,"June 25, 2020","NASR Nathalie, Toulouse, France",,"https://ClinicalTrials.gov/show/NCT04447599"
201,"NCT04332055","RCT Measuring the Effect of the ERVIN Software",,"Not yet recruiting","No Results Available","Decision Making, Shared|Arthroplasty, Replacement, Knee|Arthroplasty, Replacement, Hip|Osteoarthritis, Knee|Osteoarthritis, Hip|Artificial Intelligence","Other: ERVIN","Oxford Hip Score|Oxford Knee Score|HRQoL|SDM","Northern Orthopaedic Division, Denmark|Aalborg University","All","18 Years and older   (Adult, Older Adult)","Not Applicable","600","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Health Services Research","2015-141-ERVIN","June 1, 2020","May 30, 2021","May 30, 2025","April 2, 2020",,"April 2, 2020","Northern Orthopaedic Division, Clinic Farsø, Aalborg University Hospital, Farsø, Northern Jutland, Denmark",,"https://ClinicalTrials.gov/show/NCT04332055"
202,"NCT02837172","Diagnosis of PD and PD Progression Using DWI","K23","Completed","No Results Available","Parkinson's Disease","Other: Diffusion Weighted Imaging (DWI)","MRI and DAT scan: Accuracy of diagnosis of Parkinson's disease in a clinically relevant population|Can MRI profile risk for tremor and postural instability in PD","University of Alabama at Birmingham","All","19 Years and older   (Adult, Older Adult)",,"58","Other","Observational","Observational Model: Case-Control|Time Perspective: Other","K23NS083620","September 25, 2014","April 14, 2019","April 14, 2019","July 19, 2016",,"June 19, 2019","University of Alabama at Birmingham, Birmingham, Alabama, United States",,"https://ClinicalTrials.gov/show/NCT02837172"
203,"NCT04400513","Development of an Algorithm to Differentiate Heart Murmurs Using Electronic Stethoscopes",,"Recruiting","No Results Available","Murmur, Heart|Aortic Valve Stenosis|Tricuspid Regurgitation|Mitral Regurgitation|Innocent Murmurs|Heart Murmurs","Device: Use of Eko CORE and Eko DUO electronic stethoscopes","Murmur Timing|Systolic Murmur Type Classification|Systolic Murmur Severity Classification","Eko Devices, Inc.","All","18 Years and older   (Adult, Older Adult)",,"1145","Industry","Observational","Observational Model: Other|Time Perspective: Cross-Sectional","2020.3","June 25, 2020","September 2021","September 2021","May 22, 2020",,"June 29, 2020","CoxHealth, Springfield, Missouri, United States",,"https://ClinicalTrials.gov/show/NCT04400513"
204,"NCT04278196","Computer Assisted Quality-monitoring for Magnet-controlled Capsule Endoscopy: a Prospective Case-control Study.",,"Recruiting","No Results Available","Magnet Controlled Capsule Endoscopy","Other: AI-Box","The integrity of the magnet controlled capsule endoscopy|The visibilty of the gastric|The time of operation in gastric","Shandong University","All","18 Years to 75 Years   (Adult, Older Adult)",,"200","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","2020SDU-QILU-24","January 1, 2020","February 28, 2020","March 15, 2020","February 20, 2020",,"February 20, 2020","Department of Gastroenterology, Qilu Hospital, Shandong University, Jinan, Shandong, China",,"https://ClinicalTrials.gov/show/NCT04278196"
205,"NCT04203251","Evaluation of TTE Utilization in Medical Surgery Step-Down Unit",,"Not yet recruiting","No Results Available","Cardiac Disease","Device: Caption Health Guidance Technology","Mean time to acquire images|Percentage of attempted studies with clinically useful images","Caption Health, Inc.","All","18 Years to 99 Years   (Adult, Older Adult)",,"100","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","CHUCSF01","March 2020","May 2020","May 2020","December 18, 2019",,"December 18, 2019","University of California San Francisco, San Francisco, California, United States",,"https://ClinicalTrials.gov/show/NCT04203251"
206,"NCT04056663","Health-circuit Evaluation as a Digital Support for the Management of Patients at Risk of Hospitalization","Health_Circuit","Not yet recruiting","No Results Available","Multiple Chronic Conditions|Chronic Disease","Behavioral: Health-Circuit mobile application","Unplanned visits|Service utilization measures|Change in The Health Empowerment Scale|Change in the Fantastic Lifestyle questionnaire|Equipment failures|Software failures|Errors in execution|Number of errors due to the participant's temporary functions|Errors due to failures in the organization|Number of participants in the study with respect to the total of potential participants|Number of entries to the application (app) per patient|Number of contacts with clinical professionals responsible for managing the case|Number of video calls|Number of patients who have accessed the conditions of use|Change in Continuity of care within the healthcare system as measured by the Nijmegen Continuity of Care Questionnaire|Patient satisfaction with the mHealth tool assessed by the Net Promoter Score alongside three custom made general satisfaction.|Professional satisfaction with the mHealth tool assessed by the Net Promoter Score alongside three custom made general satisfaction.|Patient mHealth tool usability assessed by the System Usability Scale|Professional mHealth tool usability by the System Usability Scale|Patient mHealth experience|Professional mHealth experience|Number of clinical diagnoses in app users|Degree of severity of the symptom|Duration of the symptom|Number of professionals that the manager has contacted through the app|Number of interactions between professionals through the app|Number of solutions provided only by the manager|Number of solutions provided by the primary care professional|Number of solutions that has been a virtual visit|Number of solutions that has been a classroom visit|Number of referrals to the emergency department regarding the total number of solutions","Hospital Clinic of Barcelona","All","18 Years and older   (Adult, Older Adult)","Not Applicable","400","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Health Services Research","Health-Circuit Clinic","September 12, 2019","December 31, 2019","January 15, 2020","August 14, 2019",,"September 9, 2019","Hospital Clínic, Barcelona, Spain",,"https://ClinicalTrials.gov/show/NCT04056663"
