"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
529,"NCT01767480","Effects of Intensive Robot-assisted Therapy in Patients With Subacute Stroke","RT","Completed","No Results Available","Stroke","Device: RT|Behavioral: Conventional rehabilitation (CR)","Fugl-Meyer Assessment (FMA)|Motor Status Scale (MSS)|Modified Ashworth Scale (MAS)|MyotonPRO|Muscle metabolism (NIRS)|Box and Block Test (BBT)|Revised Nottingham Sensory Assessment (RNSA)|Functional Independence Measure (FIM)|Motor Activity Log (MAL)|ABILHAND Questionnaire|Adelaide Activities Profile (AAP)|EQ-5D-5L|Accelerometers|Functional magnetic resonance imaging (fMRI)|Kinematic analysis|Inflammatory markers|Oxidative stress markers|Erythrocyte deformability|Blood glucose indicators","Chang Gung Memorial Hospital","All","20 Years to 75 Years   (Adult, Older Adult)","Not Applicable","32","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","101-3905A3","January 2013","February 2015","May 2015","January 14, 2013",,"July 21, 2015","Chang Gung Memorial Hospital, Kwei-Shan, Tao-Yuan, Taiwan",,"https://ClinicalTrials.gov/show/NCT01767480"
530,"NCT03538535","Set Your Goal: Engaging Go/No-Go Active Learning",,"Unknown status","No Results Available","Depression|Anxiety","Behavioral: Go/No-Go Active Learning (GOAL)","Integrated Bayesian Information Criterion (BIC) score based on models using modified Q-learning models with two pairs of action values (go and no-go) for each state.","Northwestern University","All","21 Years to 40 Years   (Adult)","Not Applicable","10","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","STU00206862","May 1, 2018","March 1, 2019","March 1, 2019","May 29, 2018",,"May 29, 2018","Northwestern University, Chicago, Illinois, United States",,"https://ClinicalTrials.gov/show/NCT03538535"
531,"NCT01503086","Computer Training Program for Younger Patients With a Brain Tumor Who Underwent Radiation Therapy",,"Recruiting","No Results Available","Brain Neoplasm|Recurrent Brain Neoplasm","Procedure: Cognitive Assessment|Other: Computer-Assisted Cognitive Training|Procedure: Psychosocial Assessment and Care|Other: Quality-of-Life Assessment|Other: Questionnaire Administration","Proportion of patients with intervention compliance","Children's Oncology Group|National Cancer Institute (NCI)","All","6 Years to 16 Years   (Child)","Not Applicable","71","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Supportive Care","ACCL10P1|NCI-2012-00112|COG-ACCL10P1|CDR0000721387|U10CA095861|UG1CA189955","November 18, 2013","March 30, 2027",,"January 2, 2012",,"June 11, 2020","Children's Hospital Colorado, Aurora, Colorado, United States|Alfred I duPont Hospital for Children, Wilmington, Delaware, United States|Children's National Medical Center, Washington, District of Columbia, United States|Nemours Children's Clinic-Jacksonville, Jacksonville, Florida, United States|Nemours Children's Hospital, Orlando, Florida, United States|Children's Healthcare of Atlanta - Egleston, Atlanta, Georgia, United States|Blank Children's Hospital, Des Moines, Iowa, United States|C S Mott Children's Hospital, Ann Arbor, Michigan, United States|Children's Mercy Hospitals and Clinics, Kansas City, Missouri, United States|Washington University School of Medicine, Saint Louis, Missouri, United States|Duke University Medical Center, Durham, North Carolina, United States|Wake Forest University Health Sciences, Winston-Salem, North Carolina, United States|Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States|Medical University of South Carolina, Charleston, South Carolina, United States|Saint Jude Children's Research Hospital, Memphis, Tennessee, United States|UT Southwestern/Simmons Cancer Center-Dallas, Dallas, Texas, United States|University of Texas Health Science Center at San Antonio, San Antonio, Texas, United States|Virginia Commonwealth University/Massey Cancer Center, Richmond, Virginia, United States|Seattle Children's Hospital, Seattle, Washington, United States|Providence Sacred Heart Medical Center and Children's Hospital, Spokane, Washington, United States|University of Wisconsin Hospital and Clinics, Madison, Wisconsin, United States|Hospital for Sick Children, Toronto, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT01503086"
532,"NCT01612091","The Monitoring Messenger: Mobile Patient Monitoring for the Pediatric Intensive Care Unit",,"Withdrawn","No Results Available","Medical Device|User-Computer Interface|Critical Care|Physiologic Monitoring","Device: Monitoring Messenger|Device: Traditional tools","Accuracy of priority assignment in triaging task|Requirements for design of the mobile device","University of British Columbia","All","18 Years and older   (Adult, Older Adult)","Not Applicable","0","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","H12-01270","November 2013","January 2017","January 2017","June 5, 2012",,"October 26, 2017","BC Children's Hospital, Vancouver, British Columbia, Canada",,"https://ClinicalTrials.gov/show/NCT01612091"
533,"NCT02355912","Adaptive Recalibration of Prosthetic Leg Neural Control System",,"Recruiting","No Results Available","Amputation","Device: Powered knee and ankle prosthesis","Decreased error rates for pattern recognition system used to predict ambulation modes","Shirley Ryan AbilityLab","All","18 Years to 80 Years   (Adult, Older Adult)","Not Applicable","35","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","STU00101767","January 2015","January 2020","January 2021","February 4, 2015",,"May 20, 2019","Rehabilitation Institute of Chicago, Chicago, Illinois, United States",,"https://ClinicalTrials.gov/show/NCT02355912"
534,"NCT01507623","Value of Capnography During Nurse Administered Propofol Sedation (NAPS)",,"Completed","No Results Available","Hypoxia","Device: Capnography (Phillips MP20 monitor)","The number of hypoxic events|Actions taken against respiratory insufficiency|The duration of hypoxia|The level of hypoxia","University Hospital, Gentofte, Copenhagen|The Ministry of Science, Technology and Innovation, Denmark","All","Child, Adult, Older Adult","Not Applicable","591","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","NAPS_CAPNOGRAPHY1","September 2010","February 2011","March 2011","January 11, 2012",,"January 11, 2012","Gentofte University Hospital, Hellerup, Denmark",,"https://ClinicalTrials.gov/show/NCT01507623"
535,"NCT02358226","HIV & Drug Abuse Prevention for South African Men",,"Completed","No Results Available","Substance-Related Disorders|Human Immunodeficiency Virus|Alcoholism","Behavioral: Soccer League (SL)|Behavioral: Soccer League/Vocational Training (SL-V)","The primary outcome is the number of outcomes out of 15 outcomes significantly favoring the intervention over the control (Harwood, Weiss & Comulada, 2017)|If a significant number of the 15 outcomes have intervention groups better than control at the end of the study, we will analyze and report on each outcome separately.|Among HIV+, uptake and adherence to ARV medications and medical regimens","University of California, Los Angeles|National Institute on Drug Abuse (NIDA)","Male","18 Years to 29 Years   (Adult)","Phase 3","1211","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention","R01DA038675|1R01DA038675-01A1","May 2016","January 2020","January 2020","February 6, 2015",,"February 17, 2020","Stellenbosch University, Stellenbosch, South Africa",,"https://ClinicalTrials.gov/show/NCT02358226"
536,"NCT04169230","Citalopram and Self Emotional Processing",,"Recruiting","No Results Available","Molecular Mechanisms of Pharmacological Action|Depression|Depressive Disorder|Mental Disorder|Antidepressive Agents|Cognition","Drug: Citalopram|Drug: Placebo oral tablet","Social Evaluation Learning Task: Bias Scores|Associative Learning Task: Reaction Times (ms)|Associative Learning Task: Accuracy (% correct)|Self-Esteem Go/No-Go Association Task: d'|Prisoner's Dilemma: Cooperative Behaviours (%)|Prisoner's Dilemma: Reaction Times (ms)|Emotional Categorisation and Recall: Number of words categorised|Emotional Categorisation and Recall: Hits|Emotional Categorisation and Recall: False Alarms","University of Oxford|University of Bath","All","18 Years to 45 Years   (Adult)","Not Applicable","44","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science","Acute_Citalopram","October 11, 2019","September 2020","September 2020","November 19, 2019",,"November 19, 2019","University of Oxford, Oxford, United Kingdom","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/30/NCT04169230/Prot_SAP_000.pdf|""Informed Consent Form"", https://ClinicalTrials.gov/ProvidedDocs/30/NCT04169230/ICF_001.pdf","https://ClinicalTrials.gov/show/NCT04169230"
537,"NCT02997306","COEBICS: Comparison of Erythema Between Interrupted and Continuous Sutures","COEBICS","Unknown status","No Results Available","Surgical Scar Erythema","Procedure: Superior/Medial Running Sutures|Procedure: Inferior/Lateral Running Sutures","Change in the Intensity of Scar Erythema","University of British Columbia","All","18 Years and older   (Adult, Older Adult)","Not Applicable","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","H16-01802","January 2017","October 2017","December 2017","December 20, 2016",,"December 20, 2016","Dermatologic Surgery Centre at the Vancouver General Hospital Skin Care Centre, Vancouver, British Columbia, Canada",,"https://ClinicalTrials.gov/show/NCT02997306"
538,"NCT03051178","Wearable Sensor for Responsive DBS for ET",,"Recruiting","No Results Available","Essential Tremor","Device: Responsive deep brain stimulation","Clinical Rating Scale for Tremor (CRST)","University of Florida|Medtronic|De Luca Foundation|National Institute of Neurological Disorders and Stroke (NINDS)","All","21 Years to 90 Years   (Adult, Older Adult)","Not Applicable","25","Other|Industry|NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IRB201602458 -A|OCR17477","September 18, 2018","December 1, 2020","December 1, 2020","February 13, 2017",,"April 15, 2020","UF Health, Gainesville, Florida, United States|Biomedical Sciences Building, Gainesville, Florida, United States",,"https://ClinicalTrials.gov/show/NCT03051178"
539,"NCT04029740","Exosomal microRNAs as a Biomarker in Panic Disorder and in Response to CBT",,"Recruiting","No Results Available","Panic Disorder","Behavioral: CBT- both internet and face to face|Other: No intervention","Differntial expression of plasma exosomal microRNAs|Change in Panic Disorder Severity Scale (PDSS)|Change in Anxiety Sensitivity Index-3 (ASI-3)|Change in Mobility Inventory|Differntial expression of whole Blood short non-coding RNAs|Change in the Five-Dimensional Curiosity Scale (DCS-5)|Changes in Experiences in Close Relationship Scale-Short (ECR-s)|Changes in Sexual Functioning Questionnaire","Hebrew University of Jerusalem|Hadassah Medical Organization","All","18 Years to 65 Years   (Adult, Older Adult)","Not Applicable","80","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","0577-18-HMO","March 24, 2019","March 24, 2021","March 24, 2021","July 23, 2019",,"December 30, 2019","Hebrew University of Jerusalem, Jerusalem, Israel",,"https://ClinicalTrials.gov/show/NCT04029740"
540,"NCT01723410","Neural and Physiological Responses to Real-World Experiences",,"Completed","No Results Available","Gene Expression","Behavioral: Writing about people|Other: Writing about places, objects","inflammatory gene expression|neural activity","University of California, Los Angeles","All","35 Years to 50 Years   (Adult)","Not Applicable","70","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Basic Science","GGSC-GRAT","January 2013","January 2015","January 2015","November 7, 2012",,"December 11, 2015","UCLA CTRC & Brain Mapping Center, Los Angeles, California, United States",,"https://ClinicalTrials.gov/show/NCT01723410"
541,"NCT02151396","Effect of Working Memory Training on ADHD Brain Function",,"Completed","No Results Available","Attention-Deficit/Hyperactivity Disorder (Combined-subtype)","Behavioral: Working memory training|Device: Functional magnetic resonance imaging (fMRI)","Functional magnetic resonance imaging (fMRI)|Working memory neuropsychological test performance|ADHD clinical dysfunction","Hartford Hospital|National Institutes of Health (NIH)","All","13 Years to 17 Years   (Child)","Phase 3","37","Other|NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","R21HD061915","July 2009","February 2013","February 2013","May 30, 2014",,"May 30, 2014","Olin Neurospychiatry Research Center, Hartford, Connecticut, United States",,"https://ClinicalTrials.gov/show/NCT02151396"
