"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
262,"NCT01483937","Evaluation of a Sensory Enrichment Multimodal Device (SEMD) on Physical Therapy Patients With Disequilibrium","SEMD","Completed","Has Results","Vestibular Diseases|Labyrinth Diseases|Ear Diseases|Otorhinolaryngologic Diseases|Traumatic Brain Injury","Device: Usual care physical therapy plus SEMD|Other: Usual care physical therapy only","Assessment of the Efficacy of the SEMD Device in Improving Vestibular Function Was Evaluated With Change in Pre Test to Post Test 1 Sensory Organization Test (SOT).|Assessment of the Efficacy of the SEMD Device in Improving Vestibular Function Was Evaluated With Change in Post Test 1 to Post Test 2 Sensory Organization Test (SOT).|Assessment of the Efficacy of the SEMD Device in Improving Vestibular Function Was Evaluated With Change in Post Test 2 to Post Test 3 Sensory Organization Test (SOT).|Assessment of the Efficacy of the SEMD Device in Improving Vestibular Function Was Evaluated With Change From Post Test 3 to Post Test 4 Sensory Organization Test (SOT).|Percent of Subjects Decreasing Fall Risk Measured by Functional Gait Assessment Pre Test to Post Test 2|Percent of Subjects Reporting Decrease in Self-report Fall(s) Occurrence Pre Test to Post Test 1|Percent of Subjects Decreasing Fall Risk Measured by Berg Balance Scale Pre Test to Post Test 2|Self-rated Disability Measured by Vestibular Rehabilitation Benefit Questionnaire Pre Test to Post Test 4|Head Shake Sensory Organization Test (HS_SOT)","Karen L Atkins|BalanceSense LLC","All","21 Years to 84 Years   (Adult, Older Adult)","Not Applicable","32","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","10-221:1.2|W81XWH-10-C-0184-01","November 2011","May 2013","August 2013","December 2, 2011","June 27, 2014","June 27, 2014","England Physical Therapy, Garden Grove, California, United States|Florida Ear & Balance Center, Celebration, Florida, United States|Stevenson & Associates Physical Therapy, Fort Myers, Florida, United States|Brooks Balance Center, Jacksonville, Florida, United States",,"https://ClinicalTrials.gov/show/NCT01483937"
263,"NCT03901495","DD Assessment With Diaana #2","DiaanaRCT#2","Recruiting","No Results Available","Decision Making|Computer-assisted|General Practitioners|Patient Engagement","Other: Diaana","Differential diagnosis established by the resident physician|Consultation time|Patient satisfaction|Differential diagnosis estabished by Diaana","Adrien Schwitzguebel|University Hospital, Geneva","All","18 Years to 75 Years   (Adult, Older Adult)","Not Applicable","100","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","UNIGE_Diaana","February 28, 2019","May 31, 2019","October 31, 2019","April 3, 2019",,"April 11, 2019","Geneva University Hospital, Geneva, Switzerland",,"https://ClinicalTrials.gov/show/NCT03901495"
264,"NCT03939650","Diagnosis Assessment With Diaana #3",,"Recruiting","No Results Available","Decision Making|Computer-assisted|General Practitioners|Patient Engagement","Device: Diaana","Accuracy of the diagnosis established by the resident physician|Consultation time|Patient satisfaction: Likert 1-4 scale|Differential diagnosis established by Diaana","Adrien Schwitzguebel|Hôpital de la Providence, Switzerland","All","16 Years to 65 Years   (Child, Adult, Older Adult)","Not Applicable","108","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","COLLINE_Diaana","January 31, 2020","January 31, 2020","January 31, 2020","May 7, 2019",,"October 29, 2019","La Colline Hospital Outpatient Unit, Geneva, Switzerland",,"https://ClinicalTrials.gov/show/NCT03939650"
265,"NCT04317417","MOST EMPOWER: Optimizing An Emotion Regulation Intervention","MOST EMPOWER","Not yet recruiting","No Results Available","Cancer","Behavioral: EMPOWER","Patient-Reported Outcomes Measurement Information System (PROMIS) Positive Affect Computer Adaptive Test (CAT) Questionnaire|Patient-Reported Outcomes Measurement Information System (PROMIS) Anxiety Questionnaire|Patient-Reported Outcomes Measurement Information System (PROMIS) Depression Questionnaire|Patient-Reported Outcomes Measurement Information System (PROMIS) Life Satisfaction Questionnaire","Wake Forest University Health Sciences|National Cancer Institute (NCI)","All","18 Years to 39 Years   (Adult)","Not Applicable","352","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","IRB00057993|WFBCCC 04220|R01CA242849-01","July 2020","July 2023","July 2023","March 23, 2020",,"June 16, 2020","Northwestern University Feinberg School of Medicine, Chicago, Illinois, United States|Wake Forest Baptist Comprehensive Cancer Center, Winston-Salem, North Carolina, United States",,"https://ClinicalTrials.gov/show/NCT04317417"
266,"NCT02082743","Vision Care Intervention for Lower Grade School Children in Taiwan",,"Completed","No Results Available","Myopia|Outdoor Activity|Policy of Recess Outside Classroom","Behavioral: Outdoor activity in recess time","Cycloplegic refraction|Axial length","Chang Gung Memorial Hospital|Ministry of Health and Welfare, Taiwan","All","6 Years to 7 Years   (Child)","Not Applicable","1020","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","C1020515|HPA-MHW-C1020515","October 2013","February 2015","February 2015","March 10, 2014",,"August 7, 2015","Department of Ophthamology, Kaohsiung Chang Gung Memorial Hospital and Chang Gung university College of Medicine, Kaohsiung, Taiwan",,"https://ClinicalTrials.gov/show/NCT02082743"
267,"NCT01948674","Cognitive Stimulation in Adolescents",,"Completed","No Results Available","Substance Use Disorders","Behavioral: Computerized tasks","working memory (change from baseline)|timeline follow back (change from baseline)|delay discounting (change from baseline)|Stroop (change from baseline)|reading comprehension (change from baseline)|emotion regulation (change from baseline)|Go-No Go (change from baseline)|Global Appraisal of Individual Needs (change from baseline)","Johns Hopkins University|National Institute on Drug Abuse (NIDA)","All","14 Years to 21 Years   (Child, Adult)","Phase 2","87","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment","NA_00080023|R21DA034942","October 2013","August 2015","August 2015","September 23, 2013",,"August 24, 2016","Mountain Manor Treatment Center, Baltimore, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT01948674"
268,"NCT01641432","Computerized Attention Training for Individuals With Acquired Brain Injury",,"Completed","No Results Available","Acquired Brain Injury|Stroke|Hemispatial Neglect","Behavioral: Tonic and Phasic Attention Training|Behavioral: Active Comparator","Attention and Memory","Posit Science Corporation","All","21 Years to 80 Years   (Adult, Older Adult)","Phase 1","27","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Care Provider)","BPI-1002-2011","July 2011","July 2013",,"July 16, 2012",,"July 22, 2014","Brain Plasticity Institute, San Francisco, California, United States",,"https://ClinicalTrials.gov/show/NCT01641432"
269,"NCT03994341","NEC Thermography Infrared Imaging Study",,"Recruiting","No Results Available","Necrotizing Enterocolitis","Diagnostic Test: A FLIR Thermovision a320M thermal IR camera","Region of interest inclusion|Accurate classification of heat distribution maps as NEC versus Normal","Ottawa Hospital Research Institute|Carleton Unniversity","All","26 Weeks to 42 Weeks   (Child)",,"15","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","NEC-01","August 13, 2019","June 1, 2021","June 1, 2022","June 21, 2019",,"September 6, 2019","Children's Hospital of Eastern Ontario, Ottawa, Ontario, Canada|The Ottawa Hospital, Ottawa, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT03994341"
270,"NCT00685854","Ranibizumab Injections to Treat Macular Telangiectasia Without New Blood Vessel Growth",,"Completed","No Results Available","Macular Telangiectasia","Drug: Ranibizumab","Effect of intravitreal ranibizumab treatment on visual acuity|ETDRS BCVA, area of retinal leakage, retinal thickness, area of hypofluoresence, central retinal sensitivity","National Eye Institute (NEI)|National Institutes of Health Clinical Center (CC)","All","18 Years and older   (Adult, Older Adult)","Phase 1","5","NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","080147|08-EI-0147","May 21, 2008","March 24, 2011","March 24, 2011","May 28, 2008",,"July 2, 2017","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00685854"
271,"NCT00685503","Ranibizumab Injections to Treat Macular Telangiectasia With New Blood Vessel Growth",,"Completed","No Results Available","Neovascularization","Drug: Ranibizumab","Effect of intravitreal ranibizumab treatment on visual acuity.|ETDRS BCVA, area of retinal leakage, retinal thickness, area of hypofluoresence, central retinal sensitivity.","National Eye Institute (NEI)|National Institutes of Health Clinical Center (CC)","All","18 Years and older   (Adult, Older Adult)","Phase 1","1","NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","080146|08-EI-0146","May 21, 2008","April 12, 2011","April 12, 2011","May 28, 2008",,"July 2, 2017","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00685503"
272,"NCT00006411","Cornea Donor Study","CDS","Completed","Has Results","Corneal Disease|Fuch's Dystrophy|Pseudophakic Corneal Edema","Other: corneas assigned by donor age group","Graft Failure|Endothelial Cell Density (ECD)","National Eye Institute (NEI)|Eye Bank Association of America|Bausch & Lomb Incorporated|Tissue Banks International|Vision Share, Inc.|San Diego Eye Bank|The Cornea Society|Katena Products, Inc.|ViroMed Laboratories, Inc.|Midwest Eye Banks|Konan Medical, Inc.|Eye Bank for Sight Restoration|SightLife|Sight Society of Northeastern New York (Lions Eye Bank of Albany)|Lions Eye Bank of Oregon","All","40 Years to 80 Years   (Adult, Older Adult)","Not Applicable","1090","NIH|Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Other","NEI-80|5U10EY012358|3U10EY012358-11S1|5U10EY012728","January 10, 2000","December 31, 2012","July 2014","October 16, 2000","February 25, 2020","February 25, 2020","Jaeb Center for Health Research, Inc., Tampa, Florida, United States",,"https://ClinicalTrials.gov/show/NCT00006411"
273,"NCT02368236","Facilitating Risk-Appropriate Colorectal Cancer Testing - Testing the Cancer Risk Intake System (CRIS)",,"Completed","No Results Available","Colorectal Neoplasms|Colonic Neoplasms","Behavioral: Tailored Printout","Participation in risk-appropriate colorectal cancer testing (i.e., participation in any CRIS-recommended test based on patients' risk factors).|Participation in any type of colorectal cancer testing.|Testing difference in receipt of any type of colorectal cancer testing.","University of Texas Southwestern Medical Center|National Cancer Institute (NCI)","All","25 Years to 75 Years   (Adult, Older Adult)","Not Applicable","1012","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Screening","112010-132|R01CA122330","December 2008","February 2012","November 2012","February 23, 2015",,"July 30, 2018",,,"https://ClinicalTrials.gov/show/NCT02368236"
274,"NCT03561922","Impact on Daily Life of Patients Using the Subretinal Implant RETINA IMPLANT Alpha AMS",,"Terminated","No Results Available","Retinal Degeneration|Inherited Retinal Dystrophy Primarily Involving Sensory Retina","Device: RETINA IMPLANT Alpha AMS","Change in functional vision|Vision Related Quality of Life - Questionnaire|Visual Function - Questionnaire|Adverse Events|Measure of implant-mediated visual function","Retina Implant AG","All","18 Years to 78 Years   (Adult, Older Adult)","Not Applicable","2","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","RI-FI-2017","September 4, 2018","April 5, 2019","April 5, 2019","June 19, 2018",,"April 19, 2019","Clinique Saint Jean, Montpellier, Hérault, France|Centre Hospitalier Universitaire La Milétrie de Poitiers, Poitiers, Vienne, France",,"https://ClinicalTrials.gov/show/NCT03561922"
275,"NCT01296945","Nutrition Knowledge for Spanish-speaking Parents",,"Completed","No Results Available","Obesity|Dental Caries","Other: Kiosk|Other: paper|Other: Kiosk PLUS paper|Other: Kiosk PLUS web","Knowledge score|knowledge score","Johns Hopkins University","All","18 Years and older   (Adult, Older Adult)","Not Applicable","160","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Health Services Research","NA_00045360","February 2011","September 2011","September 2011","February 16, 2011",,"March 30, 2012","Johns Hopkins Bayview Medical Center, Baltimore, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT01296945"
