"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
248,"NCT04209166","A Study of Individualized Diagnosis and Treatment for Major Depressive Disorder With Atypical Features",,"Recruiting","No Results Available","Major Depressive Disorder","Drug: SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/ Serotonin and Norepinephrine Reuptake Inhibitors)|Drug: SSRIs/SNRIs+Mood Stabilizer|Drug: SSRIs/SNRIs+Quetiapine|Drug: Usual Treatment","remission of acute phase|switch rate","Shanghai Mental Health Center|Fourth Military Medical University|Guangzhou Psychiatric Hospital|Dalian Seventh People's Hospital|Wuhan Union Hospital, China|Shanghai Jiao Tong University School of Medicine","All","16 Years to 60 Years   (Child, Adult)","Not Applicable","780","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Treatment","CRC2018ZD05","August 12, 2019","October 31, 2022","October 31, 2022","December 23, 2019",,"December 23, 2019","Guangzhou Psychiatric Hospital, Guanzhou, Guangdong, China|Wuhan Mental Health Center, Wuhan, Hubei, China|Dalian Seventh People's Hospital, Dalian, Liaoning, China|Shanghai Mental Health Center, Shanghai, Shanghai, China|Fourth Military Medical University, Xian, Shanxi, China",,"https://ClinicalTrials.gov/show/NCT04209166"
249,"NCT03992521","Breast Cancer Liquid Biopsy Stratification","BALIBISTRA","Active, not recruiting","No Results Available","Breast Cancer","Genetic: Nucleosome positioning","Evaluating as proof-of-concept the ability to stratify patients solely based on a detailed plasma DNA analysis","Medical University of Graz","Female","18 Years to 99 Years   (Adult, Older Adult)",,"59","Other","Observational","Observational Model: Other|Time Perspective: Other","BreastctDNA01","October 1, 2018","October 2019","October 2022","June 20, 2019",,"June 20, 2019","Medical University of Graz, Graz, Austria",,"https://ClinicalTrials.gov/show/NCT03992521"
250,"NCT04441814","FOUND - Ancillary Study to Smile Protocol NCT03654105","FOUND","Enrolling by invitation","No Results Available","COVID 19|Inflammatory Status",,"Temporal variations in the frequency and morphology of SSNs according to the COVID-19 epidemic|Geographical variations in the frequency and morphology of SSNs according to the COVID-19 epidemic|Correlation between sub-solid lesions and individual risk|Correlation between sub-solid lesions and incidence of acute events","Fondazione IRCCS Istituto Nazionale dei Tumori, Milano|University of Parma|University of Milan|University of Milano Bicocca","All","50 Years to 75 Years   (Adult, Older Adult)",,"960","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","INT 49/20","July 23, 2019","July 2021","July 2021","June 22, 2020",,"June 23, 2020","Fondazione IRCCS Istituto Nazionale dei Tumori, Milan, Italy",,"https://ClinicalTrials.gov/show/NCT04441814"
251,"NCT01904942","Study of Hepatocellular Carcinoma in Cirrhotic Patients","CIRCE ProSpec","Completed","No Results Available","Hepatocellular Carcinoma",,"Proteomic investigations|Infrared spectroscopic investigations","Centre Hospitalier Universitaire Dijon","All","35 Years to 70 Years   (Adult, Older Adult)",,"600","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","DUCOROY PHRC K 2010","October 2008","June 2010",,"July 22, 2013",,"July 22, 2013",,,"https://ClinicalTrials.gov/show/NCT01904942"
252,"NCT03762902","Predicting Migraine Attacks Based on Environmental and Behavioral Changes as Detected From the Smartphone","Migraine","Terminated","No Results Available","Migraine Disorders|Headache Disorders|Headache Disorders, Primary|Brain Diseases|Central Nervous System Diseases|Nervous System Diseases",,"Assessing Lifegraph's predictive ability of migraine attacks before subjects report they experience an attack.","Lifegraph Ltd.|Henry Ford Health System","All","18 Years to 75 Years   (Adult, Older Adult)",,"10","Industry|Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","LifegraphMigrainePrediction","April 30, 2019","August 1, 2019","September 1, 2019","December 4, 2018",,"September 13, 2019","Henry Ford Health System Main Campus, Detroit, Michigan, United States|Henry Ford Health System, West Bloomfield, Michigan, United States",,"https://ClinicalTrials.gov/show/NCT03762902"
253,"NCT03972033","Neurobiological Processing of Emotions in Depression",,"Recruiting","No Results Available","Eye Movement Desensitization and Reprocessing|Cognitive Behavioral Therapy|Neurobiological Processing|Emotions|Functional Magnetic Resonance Imaging|High Definition Electroencefalography|Heart Rate Variability","Behavioral: EMDR|Behavioral: CBT","DSM-5 evaluation|changes in depressive symptoms|changes in cognitive component of depressive syndrome|changes in HD-EEG|changes in fMRI|changes in HRV|changes in anxiety symptmoms|changes in Loss-related and post-traumatic symptoms|changes in Quality of Life","University of Turin, Italy|EMDR Europe","All","18 Years to 70 Years   (Adult, Older Adult)","Not Applicable","40","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Screening","EMDRvsCBT","February 1, 2019","September 30, 2021","December 31, 2021","June 3, 2019",,"July 2, 2020","AOU Città della Salute e della Scienza di Torino, Torino, Italy",,"https://ClinicalTrials.gov/show/NCT03972033"
254,"NCT03826290","Evaluation of a Dashboard for Diabetes Care Integrated With the Electronic Health Record",,"Recruiting","No Results Available","Diabetes Mellitus|Diabetes Mellitus, Type 2","Other: EHR-integrated diabetes dashboard","Per-patient change in Hemoglobin A1c (HbA1c) levels from beginning to end of evaluation period|Per-patient change in body mass index (BMI) from beginning to end of evaluation period|Cost of diabetes medications prescribed","University of Utah|Hitachi, Ltd.","All","18 Years and older   (Adult, Older Adult)","Not Applicable","17000","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","UUtah_00109162","January 9, 2019","January 2020","May 2020","February 1, 2019",,"February 1, 2019","University of Utah Health, Salt Lake City, Utah, United States",,"https://ClinicalTrials.gov/show/NCT03826290"
255,"NCT03666312","Enteric Microbiome and Liver Transplantation",,"Recruiting","No Results Available","Orthotopic Liver Transplantation",,"Early allograft dysfunction|Treated acute cellular rejection|Infectious complications|Length of stay (LOS) in the hospital after LT|Mortality|Biliary complications","Nicasio Mancini|Azienda Ospedaliera Città della Salute e della Scienza di Torino|Azienda Ospedaliero, Universitaria Pisana|IRCCS San Raffaele","All","18 Years and older   (Adult, Older Adult)",,"275","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","ENT-LIVTRA","September 1, 2018","August 30, 2021","August 30, 2021","September 11, 2018",,"March 1, 2019","IRCCS San Raffaele, Milan, Italy|Azienda Ospedaliero, Universitaria Pisana, Pisa, Italy|Azienda Ospedaliera Città della Salute e della Scienza di Torino, Torino, Italy",,"https://ClinicalTrials.gov/show/NCT03666312"
256,"NCT03217383","Predictive Accuracy of MATRx Plus in Identifying Favorable Candidates for Oral Appliance Therapy",,"Active, not recruiting","No Results Available","Sleep Apnea|Sleep Apnea, Obstructive|Sleep Disordered Breathing","Device: MATRx plus","Sensitivity|Oral appliance compliance|Usability","Zephyr Sleep Technologies","All","21 Years to 80 Years   (Adult, Older Adult)","Not Applicable","61","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Device Feasibility","ZCP201703","July 10, 2017","September 30, 2019","December 31, 2019","July 14, 2017",,"April 18, 2019","Zephyr Sleep Technologies, Calgary, Alberta, Canada",,"https://ClinicalTrials.gov/show/NCT03217383"
257,"NCT04462913","Biometric Recognition and Rehabilitation Assessment of Lower Extremity Sports Injury Based on Gait Touch Information",,"Recruiting","No Results Available","Sport Injury|Osteoarthritis, Knee","Other: no intervention","walking speed|ground reaction force|knee flexion angle|the moment of knee extension in the gait cycle|The International Knee Documentation Committee (IKDC) score","Peking University Third Hospital","All","Child, Adult, Older Adult",,"550","Other","Observational","Observational Model: Case-Control|Time Perspective: Cross-Sectional","OR001","July 28, 2017","December 1, 2022","December 30, 2022","July 8, 2020",,"July 8, 2020","Peking University Third Hospital, Beijing, China",,"https://ClinicalTrials.gov/show/NCT04462913"
258,"NCT04393558","Wearable Sensor to Monitor COVID-19 Like Signs and Symptoms",,"Recruiting","No Results Available","COVID-19|Healthy Control","Device: ADAM Sensor","Body temperature|Cough Frequency|Respiratory frequency|Heart Rate Instantaneous heart rate every 15 minutes.","Shirley Ryan AbilityLab","All","18 Years to 95 Years   (Adult, Older Adult)",,"100","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","STU00212522","April 20, 2020","December 31, 2022","December 31, 2022","May 19, 2020",,"May 21, 2020","Shirley Ryan AbilityLab, Chicago, Illinois, United States",,"https://ClinicalTrials.gov/show/NCT04393558"
259,"NCT04228094","Assesment of TDApp1 an eHelath Tool to Make Therapeutic Recommendations for Patients With ADHD",,"Recruiting","No Results Available","Attention Deficit-hyperactivity Disorder","Other: TDApp1: an eHealth intervention","Treatment recommended/prescribed|Patient/parent satisfaction with the participation in the health decision-making process|Patient/parent satisfaction with TDApp1|ADHD symptom severity|Adverse events|Patient/parent satisfaction with the treatment prescribed|Physical activity","Universitat de Girona","All","6 Years to 65 Years   (Child, Adult, Older Adult)",,"55","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","tdapp1","March 25, 2020","December 2020","March 2021","January 14, 2020",,"March 25, 2020","Institut d'Assitència Sanitària, Girona, Catalonia, Spain",,"https://ClinicalTrials.gov/show/NCT04228094"
260,"NCT03625271","The Canadian Armed Forces PEER Study","PEERCanada","Recruiting","No Results Available","Depression|Non-psychotic Diagnosis as Co-morbidity","Device: The PEER Report","Quick Inventory of Depressive Symptomatology - Self Report 16 Item Questionnaire|CHRT-7SR:|PCL-M/C - if applicable:|Patient-recorded CGI-I (Clinical Global Impressions-Improvement)|Physician-recorded CGI-I (Clinical Global Impressions-Improvement)|CGI-S (Clinical Global Impressions - Severity) - Physician|HAM-D (Hamilton Rating Scale for Depression):","CNS Response|University of Ottawa|Canadian Forces Health Services Centre Ottawa","All","18 Years to 65 Years   (Adult, Older Adult)","Not Applicable","150","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment","CNS013","June 16, 2016","July 1, 2019","December 1, 2019","August 10, 2018",,"July 10, 2019","The Royal Mental Health Center, Ottawa, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT03625271"
261,"NCT04362982","Αn Information System for Symptom Diagnosis and Improvement of Attention Deficit Hyperactivity Disorder (ADHD360)","ADHD360","Recruiting","No Results Available","Attention Deficit Hyperactivity Disorder","Other: ADHD360 platform: An intervention intergrating a serious game along with a mobile application for daily behavioral monitoring.","Explore whether the game analytics could discriminate the ADHD from non-ADHD users of the ADHD360 platform.|Explore whether the monitoring data could discriminate the ADHD from non-ADHD users of the ADHD360 platform.|Explore whether the game analytics along with the monitoring data could discriminate the ADHD from non-ADHD users of the ADHD360 platform.|Investigate the impact of ADHD360 platfrom as intervention on general intelligence index|Change in attention|Change in the frequency of ADHD symptoms","Aristotle University Of Thessaloniki","All","7 Years to 16 Years   (Child)","Not Applicable","20","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","5162.18.12.2019","April 1, 2020","April 30, 2021","April 30, 2021","April 27, 2020",,"April 27, 2020","Laboratory of Medical Physics, AUTH, Thessaloniki, Greece",,"https://ClinicalTrials.gov/show/NCT04362982"
262,"NCT04172025","Development of a Swiss Surveillance Database for Molecular Epidemiology of Hypervirulent and Multi-drug Resistant Pathogens",,"Recruiting","No Results Available","Multiresistant Bacterial Pathogens|Virulent Bacterial Pathogens","Diagnostic Test: Analysis of Bacterial Genome","Identification of transmission clusters based on genetic similarity.|Detection of Genotypic Resistance","University Hospital, Basel, Switzerland|Swiss National Science Foundation","All","Child, Adult, Older Adult",,"10000","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","2019-01291; qu19Egli5","September 30, 2019","December 31, 2024","December 31, 2024","November 21, 2019",,"December 9, 2019","Institute of Microbiology CHUV, Lausanne, Vaud, Switzerland|Service of Hospital Preventive Medicine CHUV, Lausanne, Vaud, Switzerland|Clinical Bacteriology and Mycology, Basel, Switzerland|Institute of Veterinary Bacteriology, Bern, Switzerland|Bacteriology Laboratory, Universität Geneva, Geneva, Switzerland|Institute for Foodsafety and -hygiene, VetSuisse, Zürich, Switzerland",,"https://ClinicalTrials.gov/show/NCT04172025"
263,"NCT03552497","The Potential of Radiomics to Differentiate Between Malignant and Benign Bosniak 3 Renal Cysts.","BIII","Active, not recruiting","No Results Available","Renal Cyst Complex","Diagnostic Test: Radiomics","malignancy classifier","Maastricht University|University of California, San Francisco|Stanford University|Erasmus Medical Center|Memorial Sloan Kettering Cancer Center|University of Sao Paulo General Hospital|University Hospital, Aachen","All","Child, Adult, Older Adult",,"500","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","BIIIP_18","August 7, 2018","December 1, 2020","January 31, 2021","June 12, 2018",,"April 6, 2020","Maastricht University Medical Center, Maastricht, Limburg, Netherlands",,"https://ClinicalTrials.gov/show/NCT03552497"
