"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
898,"NCT04187209","Evaluation of the Use of the Atalante System in Patients Presenting a Non-traumatic Hemiplegia in Acute-subacute Phase (15 Days to 3 Months).","SPIRIT","Recruiting","No Results Available","Stroke|Stroke, Acute|Stroke, Subacute|Robotics","Device: Use of the Atalante exoskeleton","Evaluate the use of the Atalante system in patients with non-traumatic acute-subacute hemiplegia over several sessions with a 10 meter Walk Test. This test will show the incidence of test success and emergence of adverse events.|Evaluate the patient's ambulatory ability without the Atalante exoskeleton with the Functional Ambulation Classification.|Evaluate the settings of the walking parameters of the exoskeleton deemed most efficient by the patient (step length, cadence)|Evaluate the assistive control settings|Evaluate the patient's ability to perform weight transfer on the hemiplegic side or the healthy side|Evaluate the patient's ability to perform a semi-squat|Evaluate the patient's ability to perform functional tests with the Atalante exoskeleton with a Time Up and Go test|Evaluate the level of assistance needed by the patient from the healthcare staff to perform tests|Evaluate the time needed for the patient to don and doff|Evaluate the patient's physical and cognitive conditions using the Berg Balance Scale|Evaluate the patient's physical and cognitive conditions|Evaluate the safety of the exoskeleton by collecting the incidence of points of contact, induced pain, edema, and other potential adverse events|Evaluate the level of effort perceived during each test by using the Borg scale|Evaluate the level of security perceived during each test by using a 5-level Likert scale|Evaluate the level of anxiety of patient related to the use of the exoskeleton|Evaluate the emergence of musculoskeletal disorders in the therapist","Wandercraft","All","18 Years to 75 Years   (Adult, Older Adult)","Not Applicable","16","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","SPIRIT","September 11, 2019","November 30, 2020","November 30, 2020","December 5, 2019",,"May 19, 2020","Centre Jacques Calvé - Fondation Hopale, Berck, France|Centre mutualiste de Rééducation et de Réadaptation de Kerpape, Ploemeur, France",,"https://ClinicalTrials.gov/show/NCT04187209"
899,"NCT03561155","Robot-assisted Arm Training in Multiple Sclerosis","RAMSES","Completed","No Results Available","Multiple Sclerosis|Rehabilitation","Device: Robot assisted treatment (Amadeo®)|Other: Conventional treatment","Action Research Arm test|Fugl-Meyer Assessment Motor Scale - Arm Section|Motor Activity Log|Tremor Severity Scale|Nine Hole Peg Test|Motricity Index|Amadeo® hand muscle strength (Newton)|Visual anolgue Scale for tiredness and fatigue|Multiple Sclerosis Quality of Life-54|Assessment of Life Habits|UL electromyographic analysis of muscle activation","Universita di Verona","All","18 Years to 65 Years   (Adult, Older Adult)","Not Applicable","60","Other","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","FISM 14/14/F14","November 2014","September 1, 2017","May 1, 2018","June 19, 2018",,"June 19, 2018","UOC Neurorehabilitation, Verona, Italy",,"https://ClinicalTrials.gov/show/NCT03561155"
900,"NCT04052009","Locomotor Training in Individuals With Incomplete Spinal Cord Injury. A Pilot Study",,"Recruiting","No Results Available","Incomplete Spinal Cord Injury","Other: Conventional gait training|Other: End-effector based gait training|Other: combined training (conventional and end-effector-based)","Change in walking ability|Change in walking speed|Change in walking security|Feasibility of the training protocol","Rehab Basel","All","18 Years to 85 Years   (Adult, Older Adult)","Not Applicable","36","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","2019-00172","September 24, 2019","June 1, 2020","December 1, 2020","August 9, 2019",,"September 26, 2019","REHAB Basel, Basel, Switzerland",,"https://ClinicalTrials.gov/show/NCT04052009"
901,"NCT01196403","Standard Surgery or Minimal-Access Surgery in Treating Patients With Bladder Cancer",,"Unknown status","No Results Available","Bladder Cancer","Other: questionnaire administration|Procedure: quality-of-life assessment|Procedure: robot-assisted laparoscopic surgery|Procedure: therapeutic conventional surgery|Procedure: therapeutic laparoscopic surgery","Percentage of patients who consent to be randomized|Potential barriers to randomization via semistructured qualitative interviews with patients who consent to registration and do not accept randomization|Potential factors relating to non-registration of patients who are eligible for inclusion but have not been registered based on review of anonymous screening logs|Safety and efficacy|Quality of life data measuring return to normal activities (physical, social, and occupational)","Wales Cancer Trials Unit|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Older Adult)","Phase 2","92","Other","Interventional","Allocation: Randomized|Masking: None (Open Label)|Primary Purpose: Treatment","CDR0000684060|WCTU-BOLERO|ISRCTN-38528926|EU-21069|CRUK-08/036|WCTU-SPON-568-08","January 2009","December 2010",,"September 8, 2010",,"April 1, 2011","Addenbrooke's Hospital, Cambridge, England, United Kingdom|Guy's Hospital, London, England, United Kingdom|University College of London Hospitals, London, England, United Kingdom|Wales Cancer Trials Unit, Cardiff, Wales, United Kingdom",,"https://ClinicalTrials.gov/show/NCT01196403"
902,"NCT00956904","Ultrasound-Guided Navigation in Robot-Assisted Laparoscopic Radical Prostatectomy",,"Terminated","No Results Available","Prostate Cancer","Device: 3-D TRUS navigation software during T-RALP","Accuracy of TRUS Robot and 3-D TRUS navigation software.|Safety of T-RALP","Johns Hopkins University","Male","35 Years to 75 Years   (Adult, Older Adult)","Early Phase 1","50","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NA_00027540","August 2009","June 2013","June 2013","August 11, 2009",,"June 19, 2013","Johns Hopkins Hospital, Baltimore, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00956904"
903,"NCT03088423","HCC Response Assessment by MRI After SBRT",,"Completed","No Results Available","Carcinoma, Hepatocellular","Radiation: SBRT delivers high dose selective irradiation with millimeter precision to a small volume. The Cyberknife® is a robotic SBRT dedicated device that can deliver 100 to 200 photobeams to the target","tumor response assessments","Institut de Cancérologie de Lorraine","All","18 Years and older   (Adult, Older Adult)",,"35","Other","Observational","Observational Model: Case-Only|Time Perspective: Retrospective","2013_ICL_0001","October 1, 2011","April 1, 2013","February 1, 2015","March 23, 2017",,"March 23, 2017",,,"https://ClinicalTrials.gov/show/NCT03088423"
904,"NCT04404673","Urinary and Sexual Dysfunctions Evaluation After Rectal Resection","EURECA","Recruiting","No Results Available","Rectal Cancer","Procedure: Evaluation of urinary and sexual dysfunction after rectal resection","Urinary and sexual outcomes after rectal resection","Fondazione Policlinico Universitario Agostino Gemelli IRCCS","All","18 Years and older   (Adult, Older Adult)",,"1172","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","2987","February 21, 2020","February 20, 2024","February 20, 2024","May 27, 2020",,"May 27, 2020","Fondazione Policlinico Universitario Agostino Gemelli IRCCS di Roma, Roma, Lazio, Italy",,"https://ClinicalTrials.gov/show/NCT04404673"
905,"NCT02569918","Use of Hand Prosthesis With Surface Electrical Stimulation for Treatment of Phantom Limb Pain","EPIONE","Completed","No Results Available","Phantom Limb Pain","Device: Surface electrical stimulation","Phantom limb pain|Cortical reorganization","Prof. Wassim Raffoul|Aalborg University Hospital|University of Freiburg|Université Montpellier|Lund University|Indiana University School of Medicine|Novosense AB|Mxm-Obelia|Ecole Polytechnique Fédérale de Lausanne|Universitat Autonoma de Barcelona|Catholic University of the Sacred Heart|Aalborg University|University of Lausanne Hospitals","All","18 Years to 70 Years   (Adult, Older Adult)","Not Applicable","2","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","EPIONE-602547-4|602547","February 2015","November 2017","November 2017","October 7, 2015",,"November 14, 2017","University of Lausanne Hospital CHUV, Lausanne, Vaud, Switzerland",,"https://ClinicalTrials.gov/show/NCT02569918"
906,"NCT03903770","Personalized Upper Extremity Rehabilitation for Persons With Stroke","SUPER","Completed","No Results Available","Stroke","Device: Upper extremity rehabilitation","Change from baseline Fugl-Meyer Assessment (Upper extremity section) at 6 weeks|Change from baseline Box and Blocks Test at 6 weeks|Change from baseline ABILHAND at 6 weeks|Change from baseline Motor Activity Log at 6 weeks|Change from baseline Grip Strength at 6 weeks|Change from baseline Stroke Impact Scale at 6 weeks","McGill University","All","18 Years to 85 Years   (Adult, Older Adult)","Not Applicable","32","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CRIR-1271-1017","September 1, 2018","December 1, 2019","December 1, 2019","April 4, 2019",,"February 19, 2020","Jewish Rehabilitation Hospital, Laval, Quebec, Canada|Centre de recherche sur le vieillissement, Sherbrooke, Quebec, Canada",,"https://ClinicalTrials.gov/show/NCT03903770"
907,"NCT03199352","Hand-sewn and Linear-stapled Roux-en-Y Gastric Bypass: Outcomes",,"Enrolling by invitation","No Results Available","Roux-en-y Anastomosis Site","Other: RYGB hand-sewn|Other: RYGB linear-staple","Stricture Rate|Leak rate|Quality of Life impact","University of Nebraska","All","19 Years to 70 Years   (Adult, Older Adult)",,"63","Other","Observational","Observational Model: Other|Time Perspective: Prospective","280-17-FB","August 6, 2018","July 31, 2020","July 31, 2020","June 26, 2017",,"May 2, 2019","University of Nebraska Medical Center, Omaha, Nebraska, United States|University of Nebraska Medical Center, Omaha, Nebraska, United States",,"https://ClinicalTrials.gov/show/NCT03199352"
908,"NCT03392493","Robot-assisted Hand Rehabilitation for Patients With Stroke",,"Completed","No Results Available","Stroke","Behavioral: Robot-assisted hand rehabilitation|Behavioral: Standard treatment","Fugl-Meyer Assessment：Upper Limb section|Box and block test|EMG: record maximal voluntary contraction(MVC) of brachioradialis, extensor carpi, abductor pollicis longus|Dynanometer|Semmes-Weinstein hand monofilament|Revision of the Nottingham Sensory Assessment|Modified barthel index","Taipei Medical University Shuang Ho Hospital","All","20 Years to 75 Years   (Adult, Older Adult)","Not Applicable","25","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","TMU-JIRB N201704068","February 1, 2018","June 30, 2018","June 30, 2018","January 8, 2018",,"December 3, 2018","Department of Physical Medicine and Rehabilitation, Shuang Ho Hospital, Taipei Medical University, Taipei, Taiwan",,"https://ClinicalTrials.gov/show/NCT03392493"
909,"NCT02676973","Apical Suspension Repair for Vault Prolapse In a Three-Arm Randomized Trial Design","ASPIRe","Active, not recruiting","No Results Available","Visceral Prolapse","Procedure: Open, Robotic, or Laparoscopic|Procedure: Transvaginal Native Tissue Repair|Procedure: Uphold™ LITE","Surgical Treatment Success|Predictors of treatment failure, with treatment failure being a binary outcome as defined for the Primary Outcome|Effect of treatment on how a woman feels (her perceptions and attitudes) about her body (Body Image) as measured by the mean score for each treatment group on the body image scale.|Cost of surgical procedures as measured by mean direct and indirect costs for participants in each treatment group.|Treatment arm mean levels of anatomic: Pelvic Organ Prolapse Quantification (POPQ) System values (Aa, Ap, Ba, Bp, C) determined from anatomic measures.|Proportion of participants in each treatment group with POPQ levels of C > -2/3 TVL|Mean levels in each treatment group of maximum extent of prolapse (Defined as leading edge of prolapse-Ba, C, Bp).|Proportion of patients within each treatment group with adequate prolapse improvement as measured by Patients Global Impression of Improvement (PGI-I)|Mean overall prolapse symptoms using Pelvic Organ Prolapse Distress Inventory (POPDI-6) scores (sub-scale of PFDI-20)|Length of urinary complications after surgery as measured by duration of postoperative catheterization|Postoperative urinary success as measured by mean Urogenital Distress Inventory (UDI-6) scores (sub-scale of PFDI-20)|Urinary dysfunction as measured by proportion of participants in each group with de novo voiding dysfunction and de novo incontinence|Urinary incontinence as measured by proportion of participants in each group with stress, urge, or mixed incontinence|Quality of sexual/body image after surgery as measured by mean Pelvic Organ Prolapse Incontinence Sexual Questionnaire, IUGA-revised (PISQ-IR) and Body Image in the Pelvic Organ Prolapse Questionnaire (BIPOP) scales in each treatment group|Quality of sexual/body image after surgery as measured by of proportion of participants in each treatment group with de novo dyspareunia|Bowel function measured as the Colorectal-anal Distress Inventory (CRADI-8) scores (sub-scale of PFDI-20) in each treatment group|General quality of life as measured by mean quality of life scales in each treatment group on 4 Short-Form Health Survey Support Loss (SF-12) total scores and physical function and mental function sub-scales|Pelvic QOL as measured by mean Pelvic Floor Impact Questionnaires (PFIQ) score in each treatment arm|Level of function as measure by mean Functional Activity Scale score for each treatment group|Patient Regret/Satisfaction after surgery as measured by mean scores in each treatment group of Regret with Decision Regret Scale (DRS-PFD), and Satisfaction with Decision Scale (SDS-PFD)|Interoperative blood loss as measured by mean estimated blood loss in each treatment group and proportion of participants in each treatment group with a blood transfusion.|Extent of Interoperative complications as measured by Dindo complication scale distribution for each treatment group|Interoperative safety measured as the proportion of participants in each arm with listed operative complications.|Risk of mesh-related complications measured as the proportion of participants in each treatment group with mesh exposure in the vagina or mesh erosion into another organ and the classification of the intervention.|Risk of surgical pain in each treatment group measured as proportion of participants with pain captured from the modified Surgical Pain Scale, pain medication use, and location of pain with Body Part Pain Score.|Risk of post-surgical complications measured as the proportion of participants in each treatment group with de novo vaginal bleeding, atypical vaginal discharge, fistula formation, or neuromuscular problems (including groin, buttock and leg pain).|Risk of need for additional treatment measured as the proportion of participants on each treatment arm with the need for subsequent procedures- any surgical or non-surgical treatment for pelvic floor disorders.|Risk of vaginal scarring defined measured as the proportion of participants in each treatment group with de novo scar requiring medical or surgical intervention.|Rates of vaginal shortening (TVL<6cm), de novo dyspareunia, or worsening dyspareunia as measured on adverse event forms.","NICHD Pelvic Floor Disorders Network|The Cleveland Clinic|University of Alabama at Birmingham|University of California, San Diego|Duke University|University of New Mexico|Women and Infants Hospital of Rhode Island|RTI International|University of Pennsylvania|University of Pittsburgh|Kaiser Permanente|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|University of Texas Southwestern Medical Center","Female","21 Years and older   (Adult, Older Adult)","Not Applicable","363","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","27P01|1U01HD069031-01|2U10HD041261|2U10HD054215|2U10HD041267|1U10HD069006|2U10HD054214|1U10HD069013|1U10HD069025|1U10HD069010|U10HD041263","March 2016","February 2021","February 2021","February 9, 2016",,"May 4, 2020","University of Alabama at Birmingham, Birmingham, Alabama, United States|University of California at San Diego, San Diego, California, United States|Kaiser Permanente, San Diego, California, United States|University of New Mexico, Albuquerque, New Mexico, United States|Duke University, Durham, North Carolina, United States|Cleveland Clinic, Cleveland, Ohio, United States|University of Pennsylvania, Philadelphia, Pennsylvania, United States|University of Pittsburgh, Pittsburgh, Pennsylvania, United States|Brown/Women and Infants Hospital of Rhode Island, Providence, Rhode Island, United States|University of Texas Southwestern Medical Center, Dallas, Texas, United States",,"https://ClinicalTrials.gov/show/NCT02676973"
