Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost,FY Total Cost  (Sub Projects)
CORE--COMPUTATIONAL CORE,NIGMS,6107673,5P01GM048870-07,5,P01,GM,48870,7,,9001,1892568,"OLSON, ARTHUR J.",Not Applicable,SCRIPPS RESEARCH INSTITUTE,,1998,,113837
COMPUTER MODELING OF INHIBITOR/PROTEASE INTERACTIONS FOR RATIONAL DRUG DESIGN,NIGMS,6240570,2P01GM048870-06,2,P01,GM,48870,6,,1,1892568,"OLSON, ARTHUR J.",Not Applicable,SCRIPPS RESEARCH INSTITUTE,,1997,,126798
CORE--COMPUTATIONAL CORE,NIGMS,6240574,2P01GM048870-06,2,P01,GM,48870,6,,9001,1892568,"OLSON, ARTHUR J.",Not Applicable,SCRIPPS RESEARCH INSTITUTE,,1997,,126798
COLLABORATIVE RESEARCH ON PHYSICAL MAPPING OF DNA,NCRR,3887746,5P41RR001380-09,5,P41,RR,1380,9,,6,3352556,"OLSON, MAYNARD V",Not Applicable,WASHINGTON UNIVERSITY,,1990,,
COLLABORATIVE RESEARCH ON PHYSICAL MAPPING OF DNA,NCRR,4704651,2P41RR001380-04A1,2,P41,RR,1380,4,A1,6,3352556,"OLSON, MAYNARD V",Not Applicable,WASHINGTON UNIVERSITY,,1985,,
TRAINING GRANT IN MOLECULAR BIOPHYSICS,NIGMS,6628700,5T32GM008319-15,5,T32,GM,8319,15,,,1883287,"OLSON, WILMA K",Not Applicable,RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,,2003,168533,
TRAINING GRANT IN MOLECULAR BIOPHYSICS,NIGMS,6498430,5T32GM008319-14,5,T32,GM,8319,14,,,1883287,"OLSON, WILMA K",Not Applicable,RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,,2002,169767,
TRAINING GRANT IN MOLECULAR BIOPHYSICS,NIGMS,6351048,5T32GM008319-13,5,T32,GM,8319,13,,,1883287,"OLSON, WILMA K",Not Applicable,RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,,2001,157740,
TRAINING GRANT IN MOLECULAR BIOPHYSICS,NIGMS,6150871,5T32GM008319-12,5,T32,GM,8319,12,,,1883287,"OLSON, WILMA K",Not Applicable,RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,,2000,148409,
TRAINING GRANT IN MOLECULAR BIOPHYSICS,NIGMS,2720969,2T32GM008319-11,2,T32,GM,8319,11,,,1883287,"OLSON, WILMA K",Not Applicable,RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,,1999,137346,
Intelligent Tutor for WMD EMS Incident Management,NIEHS,7115108,1R43ES014801-01,1,R43,ES,14801,1,,,1963617,"ONG, JAMES C",Not Applicable,"STOTTLER HENKE ASSOCIATES, INC.",,2006,99999,
Machine Learning Model Validation for AD/ADRD,NCI,9719312,3U24CA224370-01S1,3,U24,CA,224370,1,S1,,7527757,"OPREA, TUDOR I",Not Applicable,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,,2018,378750,
Prostate Cancer Detection by Serum Proteomic Profiling,NCI,6944383,5R03CA102908-02,5,R03,CA,102908,2,,,6800008,"ORNSTEIN, DAVID K",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE,,2005,76251,
Prostate Cancer Detection by Serum Proteomic Profiling,NCI,6783863,1R03CA102908-01A1,1,R03,CA,102908,1,A1,,6800008,"ORNSTEIN, DAVID K",Not Applicable,UNIVERSITY OF CALIFORNIA IRVINE,,2004,75834,
MBRS IMSD Program at the University of Kansas,NIGMS,7389728,5R25GM062232-08,5,R25,GM,62232,8,,,6078595,"ORR, JAMES A.",Not Applicable,UNIVERSITY OF KANSAS LAWRENCE,,2008,373102,
MBRS IMSD Program at the University of Kansas,NIGMS,7209749,5R25GM062232-07,5,R25,GM,62232,7,,,6078595,"ORR, JAMES A.",Not Applicable,UNIVERSITY OF KANSAS LAWRENCE,,2007,430160,
SIGNAL PROCESSING/AUTOMATION FOR CARDIAC OUTPUT MONITOR,NHLBI,2230990,1R43HL053195-01,1,R43,HL,53195,1,,,1958873,"ORR, JOSEPH A",Not Applicable,"AXON MEDICAL, INC.",,1994,75000,
Clinical Translation of Stimulated Raman Histology,NCI,9980576,7R01CA226527-02,7,R01,CA,226527,2,,,8589957,"ORRINGER, DANIEL ",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,,2019,524967,
DEVELOPMENT OF AN ANESTHESIA WORKSTATION,NIGMS,3498243,1R43GM041558-01,1,R43,GM,41558,1,,,3791497,"ORTH, JEFFREY L",Not Applicable,"ROCKY MOUNTAIN RESEARCH, INC.",,1989,44887,
Algorithms to link signaling pathways with transcriptional programs for precision medicine,NCI,9814762,4R00CA207871-03,4,R00,CA,207871,3,,,12315149,"OSMANBEYOGLU, HATICE ULKU",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,,2019,248999,
UNIFICATION OF BIOTECHNOLOGY INFORMATION,NLM,6162795,1Z01LM000033-06,1,Z01,LM,33,6,,,6373110,"OSTELL, J M",Not Applicable,NATIONAL LIBRARY OF MEDICINE,,1997,,
Implementation of Machine Learning Workflows in Primary Brain Tumor Diagnostics,NINDS,9954242,1R03NS116334-01,1,R03,NS,116334,1,,,10732074,"OTERO, JOSE JAVIER ","THOMAS, DIANA L",OHIO STATE UNIVERSITY,,2020,156000,
Diagnostic Logic and Adaptive Assessment for Psychiatry,NIMH,6549963,1R43MH066434-01,1,R43,MH,66434,1,,,1892451,"OTT, GEOFFREY E",Not Applicable,"MEDICAL DECISION LOGIC, INC.",,2002,94169,
LINKAGE ANALYSIS METHODS IN SCHIZOPHRENIA,NIMH,3383818,5R01MH044292-03,5,R01,MH,44292,3,,,1881163,"OTT, JURG ",Not Applicable,NEW YORK STATE PSYCHIATRIC INSTITUTE,,1991,189557,
LINKAGE ANALYSIS METHODS IN SCHIZOPHRENIA,NIMH,3383817,5R01MH044292-02,5,R01,MH,44292,2,,,1881163,"OTT, JURG ",Not Applicable,NEW YORK STATE PSYCHIATRIC INSTITUTE,,1990,178024,
LINKAGE ANALYSIS METHODS IN SCHIZOPHRENIA,NIMH,3383815,1R01MH044292-01A1,1,R01,MH,44292,1,A1,,1881163,"OTT, JURG ",Not Applicable,NEW YORK STATE PSYCHIATRIC INSTITUTE,,1989,218454,
Syndromic Surveillance Data Exchange and Analysis,NLM,6673408,1R21LM007970-01,1,R21,LM,7970,1,,,1903721,"OVERHAGE, JOSEPH MARCUS",Not Applicable,INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,,2003,606068,
KNOWLEDGE BASED BIOLOGICAL MODELING INFORMATION SYSTEM,NCRR,2797084,5R01RR004026-09,5,R01,RR,4026,9,,,1871927,"OVERTON, G. ",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,1998,375398,
KNOWLEDGE BASED BIOLOGICAL MODELING INFORMATION SYSTEM,NCRR,2546574,5R01RR004026-08,5,R01,RR,4026,8,,,1871927,"OVERTON, G. ",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,1997,360958,
KNOWLEDGE BASED BIOLOGICAL MODELING INFORMATION SYSTEM,NCRR,3421490,5R01RR004026-06,5,R01,RR,4026,6,,,1871927,"OVERTON, G. ",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,1992,285230,
KNOWLEDGE BASED BIOLOGICAL MODELING INFORMATION SYSTEM,NCRR,3421491,7R01RR004026-05,7,R01,RR,4026,5,,,1871927,"OVERTON, G. ",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,1991,277622,
KNOWLEDGE BASED BIOLOGICAL MODELING INFORMATION SYSTEM,NCRR,3421488,2R01RR004026-04,2,R01,RR,4026,4,,,1871927,"OVERTON, G. ",Not Applicable,UNISYS,,1990,347836,
KNOWLEDGE BASED BIOLOGICAL MODELING INFORMATION SYSTEM,NCRR,3450950,5R24RR004026-03,5,R24,RR,4026,3,,,1871927,"OVERTON, G. ",Not Applicable,UNISYS,,1989,325413,
KNOWLEDGE BASED BIOLOGICAL MODELING INFORMATION SYSTEM,NCRR,3450949,5R24RR004026-02,5,R24,RR,4026,2,,,1871927,"OVERTON, G. ",Not Applicable,UNISYS,,1988,301400,
KNOWLEDGE BASED BIOLOGICAL MODELING INFORMATION SYSTEM,NCRR,3450947,1R24RR004026-01,1,R24,RR,4026,1,,,1871927,"OVERTON, G. ",Not Applicable,UNISYS,,1987,291409,
ARRAY PROCESSOR FOR MEDICAL IMAGE PROCESSING,NCRR,3519184,1S10RR002395-01,1,S10,RR,2395,1,,,2451430,"OVITT, THERON W",Not Applicable,UNIVERSITY OF ARIZONA,,1985,92500,
USE OF NATURAL LANGUAGE PROCESSING TO IDENTIFY LINGUISTIC MARKERS OF COPING,NCI,8120220,5R21CA143642-02,5,R21,CA,143642,2,,,7888276,"OWEN, JASON E ","BANTUM, ERIN O'CARROLL;ELHADAD, NOEMIE ",LOMA LINDA UNIVERSITY,,2011,161797,
USE OF NATURAL LANGUAGE PROCESSING TO IDENTIFY LINGUISTIC MARKERS OF COPING,NCI,7991498,1R21CA143642-01A1,1,R21,CA,143642,1,A1,,7888276,"OWEN, JASON E ","BANTUM, ERIN O'CARROLL;ELHADAD, NOEMIE ",LOMA LINDA UNIVERSITY,,2010,223207,
Automated Object Contouring Methods & Software for Radiotherapy Planning,NCI,9761481,5R42CA199735-03,5,R42,CA,199735,3,,,15335874,"OWENS, STEVE  ","UDUPA, JAYARAM K","QUANTITATIVE RADIOLOGY SOLUTIONS, LLC",,2019,873369,
Novel video-based approaches for detection of autism risk in the first year of life,NIMH,10011854,5R01MH121344-02,5,R01,MH,121344,2,,,1893353,"OZONOFF, SALLY ",Not Applicable,UNIVERSITY OF CALIFORNIA AT DAVIS,,2020,710922,
Novel video-based approaches for detection of autism risk in the first year of life,NIMH,9860951,1R01MH121344-01,1,R01,MH,121344,1,,,1893353,"OZONOFF, SALLY ",Not Applicable,UNIVERSITY OF CALIFORNIA AT DAVIS,,2019,730137,
Approaches to Genetic Heterogeneity of Obstructive Sleep Apnea,NHLBI,9975264,3R01HL134015-04S1,3,R01,HL,134015,4,S1,,1860166,"PACK, ALLAN I ","ROBISHAW, JANET D",UNIVERSITY OF PENNSYLVANIA,,2019,342266,
Approaches to Genetic Heterogeneity of Obstructive Sleep Apnea,NHLBI,9692399,5R01HL134015-04,5,R01,HL,134015,4,,,1860166,"PACK, ALLAN I ","ROBISHAW, JANET D",UNIVERSITY OF PENNSYLVANIA,,2019,724926,
Rhode Island Center for Clinical and Translational Science,NIGMS,9881461,3U54GM115677-04S1,3,U54,GM,115677,4,S1,,1871355,"PADBURY, JAMES F",Not Applicable,BROWN UNIVERSITY,,2019,413394,
Building a classroom game economy to improve mathematical reasoning and prepare K-5 students for success in STEM learning,NIGMS,9889974,5R44GM130197-03,5,R44,GM,130197,3,,,15326052,"PAGAR, DANA ",Not Applicable,"TEACHLEY, LLC",,2020,575531,
Building a classroom game economy to improve mathematical reasoning and prepare K-5 students for success in STEM learning,NIGMS,9852112,4R44GM130197-02,4,R44,GM,130197,2,,,15326052,"PAGAR, DANA ",Not Applicable,"TEACHLEY, LLC",,2019,413898,
Building a classroom game economy to improve mathematical reasoning and prepare K-5 students for success in STEM learning,NIGMS,9621064,1R44GM130197-01,1,R44,GM,130197,1,,,15326052,"PAGAR, DANA ",Not Applicable,"TEACHLEY, LLC",,2018,149887,
Cancer Informatics Shared Resource,NCI,9706759,5P30CA014520-45,5,P30,CA,14520,45,,8543,7935014,"PAGE, JR., C DAVID",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON,,2019,,466935
Feasibility Trial of a Problem-Solving Weight Loss Mobile Application,NIDDK,8734413,5R21DK098556-02,5,R21,DK,98556,2,,,7147979,"PAGOTO, SHERRY L. ","TULU, BENGISU ",UNIV OF MASSACHUSETTS MED SCH WORCESTER,,2014,207275,
Feasibility Trial of a Problem-Solving Weight Loss Mobile Application,NIDDK,8492838,1R21DK098556-01,1,R21,DK,98556,1,,,7147979,"PAGOTO, SHERRY L. ","TULU, BENGISU ",UNIV OF MASSACHUSETTS MED SCH WORCESTER,,2013,263542,
Quantitative analysis of estrogen and sleep deprivation-induced blood and lymphatic vascular remodeling in the brain system,NINDS,9712424,1R01NS110915-01,1,R01,NS,110915,1,,,7704085,"PALANIAPPAN, KANNAPPAN  ","GLINSKII, OLGA V",UNIVERSITY OF MISSOURI-COLUMBIA,,2019,540520,
Systems Biology Approach to Redefine Susceptibility Testing and Treatment of MDR Pathogens in the Context of Host Immunity,NIAID,9653953,5U01AI124316-04,5,U01,AI,124316,4,,,6485239,"PALSSON, BERNHARD O",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",,2019,1859004,
Training in Biomedical Discovery from Large Scale Data Sets,NIDA,7492915,5T90DA022885-03,5,T90,DA,22885,3,,,7354196,"PALZKILL, TIMOTHY ",Not Applicable,BAYLOR COLLEGE OF MEDICINE,,2008,123972,
Training in Biomedical Discovery from Large Scale Data Sets,NIDA,7293588,5T90DA022885-02,5,T90,DA,22885,2,,,7354196,"PALZKILL, TIMOTHY ",Not Applicable,BAYLOR COLLEGE OF MEDICINE,,2007,215493,
SCH: Active Learning for Medical Applications,NCI,9634912,5R01CA225435-02,5,R01,CA,225435,2,,,10404957,"PAPANIKOLOPOULOS, NIKOS ",Not Applicable,UNIVERSITY OF MINNESOTA,,2019,299899,
Toward Precision Medicine for Substance Use Disorders with Co-Occurring PTSD - A Machine Learning Approach,NIDA,9809511,1R36DA049122-01,1,R36,DA,49122,1,,,14487043,"PAPINI, SANTIAGO ",Not Applicable,"UNIVERSITY OF TEXAS, AUSTIN",,2019,49534,
Personalizing Preoperative Stress Testing Using Machine Learning,NHLBI,9664901,1K08HL141598-01A1,1,K08,HL,141598,1,A1,,14926799,"PAPPAS, MATTHEW ",Not Applicable,CLEVELAND CLINIC LERNER COM-CWRU,,2019,161047,
Development of a novel photocatalytic system for direct deoxyfunctionalization of alcohols involving machine learning,NIGMS,9759306,1F32GM129910-01A1,1,F32,GM,129910,1,A1,,15270377,"PARASRAM, MARVIN ",Not Applicable,PRINCETON UNIVERSITY,,2019,61226,
Infant Vocalizations as Early Markers of Autism Spectrum Disorder,NIDCD,9726509,1R03DC017944-01,1,R03,DC,17944,1,,,10293988,"PARISH-MORRIS, JULIA ",Not Applicable,CHILDREN'S HOSP OF PHILADELPHIA,,2019,88000,
TEMPORAL DIETARY PATTERNS: DEVELOPMENT AND EVALUATION AGAINST ADIPOSITY AND METABOLIC BIOMARKERS,NCI,9659103,1R01CA226937-01A1,1,R01,CA,226937,1,A1,,12371330,"PARK, YIKYUNG ",Not Applicable,WASHINGTON UNIVERSITY,,2019,347716,
Computer Imaging to Diminish Alopecia Distress,NCI,6935840,5R44CA099873-03,5,R44,CA,99873,3,,,1873345,"PARKER, B EUGENE",Not Applicable,"BARRON ASSOCIATES, INC.",,2005,399984,
Computer Imaging to Diminish Alopecia Distress,NCI,6834860,2R44CA099873-02,2,R44,CA,99873,2,,,1873345,"PARKER, B EUGENE",Not Applicable,"BARRON ASSOCIATES, INC.",,2004,350214,
Computer Imaging to Diminish Alopecia Distress,NCI,6586963,1R43CA099873-01,1,R43,CA,99873,1,,,1873345,"PARKER, B EUGENE",Not Applicable,"BARRON ASSOCIATES, INC.",,2003,99973,
Development/Clinical Validation Markers for Prostate Ca,NCI,7031575,5U01CA086323-07,5,U01,CA,86323,7,,,1928083,"PARTIN, ALAN W",Not Applicable,JOHNS HOPKINS UNIVERSITY,,2006,686983,
CLINICAL AND EPIDEMIOLOGICAL CENTER--PROSTATE CANCER,NCI,6724841,5U01CA086323-05,5,U01,CA,86323,5,,,1928083,"PARTIN, ALAN W",Not Applicable,JOHNS HOPKINS UNIVERSITY,,2004,472484,
CLINICAL AND EPIDEMIOLOGICAL CENTER--PROSTATE CANCER,NCI,6611354,5U01CA086323-04,5,U01,CA,86323,4,,,1928083,"PARTIN, ALAN W",Not Applicable,JOHNS HOPKINS UNIVERSITY,,2003,458243,
CLINICAL AND EPIDEMIOLOGICAL CENTER--PROSTATE CANCER,NCI,6569441,3U01CA086323-03S1,3,U01,CA,86323,3,S1,,1928083,"PARTIN, ALAN W",Not Applicable,JOHNS HOPKINS UNIVERSITY,,2002,97571,
CLINICAL AND EPIDEMIOLOGICAL CENTER--PROSTATE CANCER,NCI,6514549,5U01CA086323-03,5,U01,CA,86323,3,,,1928083,"PARTIN, ALAN W",Not Applicable,JOHNS HOPKINS UNIVERSITY,,2002,443574,
CLINICAL AND EPIDEMIOLOGICAL CENTER--PROSTATE CANCER,NCI,6362764,5U01CA086323-02,5,U01,CA,86323,2,,,1928083,"PARTIN, ALAN W",Not Applicable,JOHNS HOPKINS UNIVERSITY,,2001,430378,
CLINICAL AND EPIDEMIOLOGICAL CENTER--PROSTATE CANCER,NCI,6132968,1U01CA086323-01,1,U01,CA,86323,1,,,1928083,"PARTIN, ALAN W",Not Applicable,JOHNS HOPKINS UNIVERSITY,,2000,371001,
Lung Cancer Screening via Ultrasensitive and Cost-efficient Analysis of Tumor DNA Signatures in Blood,NCI,9778791,5U01CA233364-02,5,U01,CA,233364,2,,,10726264,"PATEL, ABHIJIT  ","ZHANG, DAVID YU",YALE UNIVERSITY,,2019,504629,
Optimization of Personalized Speech Synthesis,NIDCD,9966587,3R44DC014607-03S1,3,R44,DC,14607,3,S1,,7258819,"PATEL, RUPAL ",Not Applicable,"VOCALID, INC.",,2019,601315,
Low-Cost Electronic Nose for Groundwater Contaminants,NIEHS,8260510,5R44ES016941-03,5,R44,ES,16941,3,,,8622387,"PATEL, SANJAY V",Not Applicable,"SEACOAST SCIENCE, INC.",,2012,459419,
Low-Cost Electronic Nose for Groundwater Contaminants,NIEHS,8059710,2R44ES016941-02A1,2,R44,ES,16941,2,A1,,8622387,"PATEL, SANJAY V",Not Applicable,"SEACOAST SCIENCE, INC.",,2011,532144,
National Infrastructure for Standardized and Portable EHR Phenotyping Algorithms,NIGMS,9774075,5R01GM105688-08,5,R01,GM,105688,8,,,9622830,"PATHAK, JYOTISHMAN  ","LUO, YUAN ",WEILL MEDICAL COLL OF CORNELL UNIV,,2019,706851,
Predicting Self-Harm; Suicide Attempt; and Suicidal Death using Longitudinal EHR; Claims and Mortality Data,NIMH,9714930,1R01MH119177-01,1,R01,MH,119177,1,,,9622830,"PATHAK, JYOTISHMAN  ","ALEXOPOULOS, GEORGE S",WEILL MEDICAL COLL OF CORNELL UNIV,,2019,779940,
4/4: Leveraging EHR-linked biobanks for deep phenotyping; polygenic risk score modeling; and outcomes analysis in psychiatric disorders,NIMH,9877153,1R01MH121922-01,1,R01,MH,121922,1,,,9622830,"PATHAK, JYOTISHMAN ",Not Applicable,WEILL MEDICAL COLL OF CORNELL UNIV,,2019,408726,
Rapid Cancer-Treatment Efficacy Monitoring System,NCI,6643057,1R43CA101292-01,1,R43,CA,101292,1,,,6837333,"PATHAK, SAYAN ",Not Applicable,INSIGHTFUL CORPORATION,,2003,99644,
Vessel Segmentation/Registration from Ultrasound Images,NHLBI,6641019,1R43HL069540-01A2,1,R43,HL,69540,1,A2,,6837333,"PATHAK, SAYAN ",Not Applicable,INSIGHTFUL CORPORATION,,2003,99621,
CLINICAL MANAGEMENT OF CRITICAL ILLNESS USING AI,NLM,2237763,5R01LM005324-02,5,R01,LM,5324,2,,,2403187,"PATIL, RAMESH S.",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA,,1995,252773,
CLINICAL MANAGEMENT OF CRITICAL ILLNESS USING AI,NLM,2237762,1R01LM005324-01A1,1,R01,LM,5324,1,A1,,2403187,"PATIL, RAMESH S.",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA,,1994,250104,
Sub-millimeter Simultaneous SPECT-CT for Imaging,NCRR,6773880,5R44RR016393-03,5,R44,RR,16393,3,,,1873935,"PATT, BRADLEY E",Not Applicable,"PHOTON IMAGING, INC.",,2004,368960,
Reducing Disparities among Kidney Transplant Recipients,NIMHD,9688119,5R01MD011682-03,5,R01,MD,11682,3,,,9747368,"PATZER, RACHEL E ","ADAMS, ANDREW B",EMORY UNIVERSITY,,2019,499888,
Viral and Host Determinants of Cognitive Status in Vertically Transmitted HIV,NIMH,9823888,5R01MH108559-04,5,R01,MH,108559,4,,,1867867,"PAUL, ROBERT H",Not Applicable,UNIVERSITY OF MISSOURI-ST. LOUIS,,2020,646278,
Viral and Host Determinants of Cognitive Status in Vertically Transmitted HIV,NIMH,9606089,5R01MH108559-03,5,R01,MH,108559,3,,,1867867,"PAUL, ROBERT H",Not Applicable,UNIVERSITY OF MISSOURI-ST. LOUIS,,2019,663299,
Nurse Practitioner Access to Genetics Health Literature,NLM,7122136,5F37LM008636-03,5,F37,LM,8636,3,,,10548986,"PEACE, JANE ",Not Applicable,UNIVERSITY OF WISCONSIN MADISON,,2006,39750,
Nurse Practitioner Access to Genetics Health Literature,NLM,6955060,5F37LM008636-02,5,F37,LM,8636,2,,,10548986,"PEACE, JANE ",Not Applicable,UNIVERSITY OF WISCONSIN MADISON,,2005,39150,
Nurse Practitioner Access to Genetics Health Literature,NLM,6837265,1F37LM008636-01,1,F37,LM,8636,1,,,10548986,"PEACE, JANE ",Not Applicable,UNIVERSITY OF WISCONSIN MADISON,,2004,38596,
Comparison of Protein Sequences and Structures,NLM,7096765,2R01LM004969-17A1,2,R01,LM,4969,17,A1,,1882706,"PEARSON, WILLIAM R",Not Applicable,UNIVERSITY OF VIRGINIA CHARLOTTESVILLE,,2006,333081,
COMPARISON OF PROTEIN SEQUENCES & STRUCTURES,NLM,6746918,5R01LM004969-16,5,R01,LM,4969,16,,,1882706,"PEARSON, WILLIAM R",Not Applicable,UNIVERSITY OF VIRGINIA CHARLOTTESVILLE,,2004,364198,
COMPARISON OF PROTEIN SEQUENCES & STRUCTURES,NLM,6638861,5R01LM004969-15,5,R01,LM,4969,15,,,1882706,"PEARSON, WILLIAM R",Not Applicable,UNIVERSITY OF VIRGINIA CHARLOTTESVILLE,,2003,364198,
COMPARISON OF PROTEIN SEQUENCES & STRUCTURES,NLM,6538198,5R01LM004969-14,5,R01,LM,4969,14,,,1882706,"PEARSON, WILLIAM R",Not Applicable,UNIVERSITY OF VIRGINIA CHARLOTTESVILLE,,2002,364198,
COMPARISON OF PROTEIN SEQUENCES & STRUCTURES,NLM,6391262,5R01LM004969-13,5,R01,LM,4969,13,,,1882706,"PEARSON, WILLIAM R",Not Applicable,UNIVERSITY OF VIRGINIA CHARLOTTESVILLE,,2001,364198,
COMPARISON OF PROTEIN SEQUENCES & STRUCTURES,NLM,6130119,2R01LM004969-12,2,R01,LM,4969,12,,,1882706,"PEARSON, WILLIAM R",Not Applicable,UNIVERSITY OF VIRGINIA CHARLOTTESVILLE,,2000,348838,
Multidimensional MRI-based Non-Euclidean Deep Learning to Study Osteoarthritis,NIAMS,9742424,5R00AR070902-03,5,R00,AR,70902,3,,,14141260,"PEDOIA, VALENTINA ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",,2019,249000,
Leveraging Artificial Intelligence for the assessment of severity of depressive symptoms,NIMH,9839684,5R01MH118274-02,5,R01,MH,118274,2,,,9369620,"PEDRELLI, PAOLA  ","PICARD, ROSALIND W",MASSACHUSETTS GENERAL HOSPITAL,,2020,532467,
Leveraging Artificial Intelligence for the assessment of severity of depressive symptoms,NIMH,9643493,1R01MH118274-01,1,R01,MH,118274,1,,,9369620,"PEDRELLI, PAOLA  ","PICARD, ROSALIND W",MASSACHUSETTS GENERAL HOSPITAL,,2019,545657,
Integrative data science approaches for rare disease discovery in health records,NLM,9645433,1K99LM012992-01,1,K99,LM,12992,1,,,14074268,"PEJAVER, VIKAS RAO",Not Applicable,UNIVERSITY OF WASHINGTON,,2019,92070,
Identifying Children and Teens at Risk for Early Onset Alcohol Use: An Innovative Application of Machine Learning Algorithms to Prevention,NIAAA,9753696,5F31AA026768-02,5,F31,AA,26768,2,,,14354796,"PELHAM III, WILLIAM ELLERBE",Not Applicable,ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,,2019,45016,
Machine Learning to Determine Dynamically Evolving New-Onset Venous Thromboembolic (VTE) Event Risk in Hospitalized Patients,NINR,9794015,5F31NR018102-02,5,F31,NR,18102,2,,,14660013,"PELLATHY, TIFFANY PURCELL",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,,2019,45016,
Studying crowding as a window into object recognition and development and health of visual cortex,NEI,9637403,5R01EY027964-02,5,R01,EY,27964,2,,,1961031,"PELLI, DENIS G",Not Applicable,NEW YORK UNIVERSITY,,2019,388812,
Coding of auditory space in the avian brain,NIDCD,8723146,5R01DC007690-10,5,R01,DC,7690,10,,,8146907,"PENA, JOSE L",Not Applicable,ALBERT EINSTEIN COLLEGE OF MEDICINE,,2014,341462,
Coding of auditory space in the avian brain,NIDCD,8521234,5R01DC007690-09,5,R01,DC,7690,9,,,8146907,"PENA, JOSE L",Not Applicable,ALBERT EINSTEIN COLLEGE OF MEDICINE,,2013,324389,
Coding of auditory space in the avian brain,NIDCD,8305642,5R01DC007690-08,5,R01,DC,7690,8,,,8146907,"PENA, JOSE L",Not Applicable,ALBERT EINSTEIN COLLEGE OF MEDICINE,,2012,341462,
Coding of auditory space in the avian brain,NIDCD,8265019,5R01DC007690-07,5,R01,DC,7690,7,,,8146907,"PENA, JOSE L",Not Applicable,ALBERT EINSTEIN COLLEGE OF MEDICINE,,2011,341462,
Coding of auditory space in the avian brain,NIDCD,8196019,3R01DC007690-06A1S1,3,R01,DC,7690,6,A1S1,,8146907,"PENA, JOSE L",Not Applicable,ALBERT EINSTEIN COLLEGE OF MEDICINE,,2011,24900,
Coding of auditory space in the avian brain,NIDCD,8040464,2R01DC007690-06A1,2,R01,DC,7690,6,A1,,8146907,"PENA, JOSE L",Not Applicable,ALBERT EINSTEIN COLLEGE OF MEDICINE,,2010,352750,
QuBBD: Deep Poisson Methods for Biomedical Time-to-Event and Longitude Data ,NIBIB,9771473,5R01EB025020-03,5,R01,EB,25020,3,,,8874041,"PENCINA, MICHAEL J ","CARIN, LAWRENCE ;HENAO GIRALDO, RICARDO ;PENCINA, MICHAEL J",DUKE UNIVERSITY,,2019,251983,
Evidence Extraction Systems for the Molecular Interaction Literature,NLM,9772541,5R01LM012592-03,5,R01,LM,12592,3,,,15749096,"PENG, NANYUN VIOLET",Not Applicable,UNIVERSITY OF SOUTHERN CALIFORNIA,,2019,264255,
FRACTAL FEATURES FOR DIAGNOSING MAMMOGRAPHIC MASSES,NCI,2651907,1R43CA078108-01,1,R43,CA,78108,1,,,1874955,"PENN, ALAN I.",Not Applicable,"ALAN PENN AND ASSOCIATES, INC.",,1998,99996,
Center of Excellence in Environmental Toxicology,NIEHS,9917966,2P30ES013508-15,2,P30,ES,13508,15,,,1861653,"PENNING, TREVOR M",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,2020,1616900,
Machine Learning Team,NIMH,10015098,1ZICMH002968-02,1,ZIC,MH,2968,2,,,15710963,"PEREIRA, FRANCISCO ",Not Applicable,NATIONAL INSTITUTE OF MENTAL HEALTH,,2019,1023973,
Are phenotype algorithms fair for underrepresented minorities within older adults?- Revision,NIA,10049865,3P30AG059307-02S1,3,P30,AG,59307,2,S1,,7130829,"PERIYAKOIL, VYJEYANTHI S ","HENDERSON, VICTOR ;YESAVAGE, JEROME A",STANFORD UNIVERSITY,,2020,50916,
