OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,AGENCY NAME,ESTIMATED FUNDING,EXPECTED NUMBER OF AWARDS,GRANTOR CONTACT,AGENCY CONTACT PHONE,AGENCY CONTACT EMAIL,ESTIMATED POST DATE,ESTIMATED APPLICATION DUE DATE,POSTED DATE,CLOSE DATE,LAST UPDATED DATE/TIME,VERSION
BJA-2013-3482,BJA FY 13 Enhanced Collaborative Model to Combat Human Trafficking,USDOJ-OJP-BJA,Bureau of Justice Assistance,,5,"For technical assistance with submitting the application, contact the Grants.gov Customer Support Hotline at 800-518-4726 or 606-545-5035 or via e-mail to support@grants.gov.",,support@grants.gov,,,01/15/2013,03/14/2013,01/23/2013 10:03:23,Synopsis 2
W15QKN-13-R-8308,New and Innovative Ideas for Technology Focused Areas of Interest,DOD-AMC,Dept of the Army -- Materiel Command,,,"Lauren McDermott
Contract Specialist
",,lauren.a.mcdermott.civ@mail.mil,,,02/18/2015,09/09/2016,02/24/2015 10:06:24,Synopsis 2
BJA-2011-2873,BJA FY 11 Enhanced Collaborative Model to Combat Human Trafficking,USDOJ-OJP-BJA,Bureau of Justice Assistance,,10,"For technical assistance with submitting the application, contact the Grants.gov Customer Support Hotline at 8005184726 or via e-mail to support@grants.gov.",,support@grants.gov,,,03/16/2011,05/12/2011,03/16/2011 7:45:16,Synopsis 1
2011-MSE-01,Fiscal Year (FY) 2011 Measurement Science and Engineering Research Grants Programs,DOC-NIST,National Institute of Standards and Technology,,,"Christopher Hunton
Grants Technical Assistant
Phone 301-975-5718",,christopher.hunton@nist.gov,,,12/29/2010,12/07/2011,12/28/2010 18:01:28,Synopsis 1
DHS-10-ST-061-001B,"Risk, Economics and Operations Research of Terrorism and All Hazards (REOR) - Center:  Partners-ONLY",DHS-OPO,Office of Procurement Operations - Grants Division,2500000,30,"Michael White
Grants Technician
Phone 202-447-5529",,michael.white@hq.dhs.gov,,,03/04/2010,04/30/2010,03/04/2010 20:27:04,Synopsis 1
DARPA-BAA-16-51,I2O Office-wide BAA,DOD-DARPA-I2O,DARPA - Information Innovation Office,,,"BAA Coordinator, DARPA/I2O",,DARPA-BAA-16-51@darpa.mil,,,08/29/2016,08/25/2017,08/29/2016 17:13:29,Synopsis 1
INLEA-INLTC-17-006,Wildlife DNA Forensics and Seizure Training,DOS-INL,Bureau of International Narcotics-Law Enforcement,,1,"Grants.gov Contact Center
Phone Number: 1-800-518-4726

Hours of operation are 24 hours a day, 7 days a week. The contact center is closed on federal holidays.
support@grants.gov
",,support@grants.gov,,,05/30/2017,07/28/2017,05/30/2017 14:54:30,Synopsis 1
HR001117S0048,I2O Office‐wide BAA,DOD-DARPA-I2O,DARPA - Information Innovation Office,,,"BAA Coordinator, DARPA/I2O",,HR001117S0048@darpa.mil,,,09/01/2017,08/31/2018,09/01/2017 15:56:01,Synopsis 1
7200AA19APS00004,Medicines Quality Assurance Systems Strengthening Program (MQASSP),USAID,Agency for International Development,180000000,3,"Abibou Oussantidja, Agreement Officer",,ihsip@usaid.gov,,,03/20/2019,03/19/2021,01/23/2020 14:50:23,Synopsis 3
AFECF2010,African Elephant Conservation Fund,DOI-FWS,Fish and Wildlife Service,1200000,35,"Melinda Clarke
International Affairs Specialist
",,mindy_clarke@fws.gov,,,10/15/2009,11/01/2009,10/15/2009 17:39:15,Synopsis 1
BJA-2010-2638,BJA FY 10 National Initiatives: Addressing Substance Abuse,USDOJ-OJP-BJA,Bureau of Justice Assistance,,,"Al Roddy
Technical Application Support
202-353-1881",,Al.Roddy@usdoj.gov,,,03/31/2010,05/18/2010,04/01/2010 8:25:01,Synopsis 2
BJA-2010-2685,Smart Policing: Evidence-Based Law Enforcement Initiative,USDOJ-OJP-BJA,Bureau of Justice Assistance,,,"Al Roddy
Technical Application Support
202-353-1881",,Al.Roddy@usdoj.gov,,,04/14/2010,06/03/2010,04/14/2010 8:19:14,Synopsis 1
DHS-10-GPD-057-000-01,Fiscal Year 2010 Intercity Bus Security Grant Program (IBSGP),DHS-DHS,Department of Homeland Security - FEMA,11520000,100,"Centralized Scheduling & Information Desk (CSID) Help Line
(800) 368-6498
askcsid@dhs.gov 

FEMA Call Center 
(866) 927-5646
ASK-GMD@dhs.gov ",,ASK-GMD@dhs.gov,,,12/08/2009,02/18/2010,01/29/2010 15:42:29,Synopsis 3
F12AS00057,Wildlife Without Borders Amphibians in Decline,DOI-FWS,Fish and Wildlife Service,250000,10,"Derek Litchfield, International Affairs Specialist, 703-358-2634
Derek_Litchfield@fws.gov
",,Derek_Litchfield@fws.gov,,,02/02/2012,05/01/2012,02/02/2012 13:52:02,Synopsis 1
DHS-12-GPD-075-000-02,Fiscal Year (FY) 2012 Transit Security Grant Program (TSGP),DHS-DHS,Department of Homeland Security - FEMA,87500000,75,GMD-Systems-Branch@fema.gov,,GMD-Systems-Branch@fema.gov,,,02/17/2012,05/04/2012,02/22/2012 16:54:22,Synopsis 4
FWS-DIC-MSCF-ASE2012,FWS-DIC-MSCF-ASE2012,DOI-FWS,Fish and Wildlife Service,,30,"Nikole Tucker
International Affairs Specialist
Phone 7033582379",,MSCF_AsianElephant@fws.gov,,,10/01/2011,04/01/2012,01/24/2012 16:26:24,Synopsis 3
FWS-DIC-MSCF-ASE2013,FWS-DIC-MSCF-ASE2013,DOI-FWS,Fish and Wildlife Service,1600000,40,"Nikole Tucker
International Affairs Specialist
Phone 7033582379",,MSCF_Asianelephant@fws.gov,,,08/13/2012,11/08/2012,10/30/2012 15:38:30,Synopsis 3
F13AS00106,Wildlife Without Borders Critically Endangered Animals Conservation Fund,DOI-FWS,Fish and Wildlife Service,250000,10,"Corrie Mauldin
International Affairs Specialist
Phone 703-358-2637",,corrie_mauldin@fws.gov,,,03/08/2013,05/01/2013,03/08/2013 14:39:08,Synopsis 2
F13AS00222,Wildlife Without Borders - Mexico FY14,DOI-FWS,Fish and Wildlife Service,550000,20,"Cory Brown
International Affairs Specialist
Phone 703-358-2221",,cory_brown@fws.gov,,,07/25/2013,10/01/2013,07/25/2013 9:03:25,Synopsis 1
2014-NIST-MSE-01,Measurement Science and Engineering (MSE) Research Grant Programs,DOC-NIST,National Institute of Standards and Technology,,,"Christopher Hunton
Grants Technical Assistant
Phone 301-975-5718",,christopher.hunton@nist.gov,,,02/25/2014,06/04/2015,06/03/2015 22:03:03,Synopsis 6
F13AS00104,WWB-Amphibians-in-Decline,DOI-FWS,Fish and Wildlife Service,,,"Nikole Tucker
International Affairs Specialist
Phone 7033582379",,WWB_AD@fws.gov,,,03/08/2013,05/01/2013,03/08/2013 10:14:08,Synopsis 1
M-OAA-GRO-EGAS-09-232-GYCPP,Public-Private Alliances Related to Youth Crime Prevention in Guatemala,USAID,Agency for International Development,26000000,,"Liliana Gil
Planning and Program Support Office",,lgil@usaid.gov,,,06/02/2009,07/02/2009,06/15/2009 16:36:15,Synopsis 6
DARPA-BAA-10-94,Insight,DOD-DARPA-IPTO,DARPA - Information Processing Technology Office,,,"Dr. Michael Pagels
Program Manager, DARPA/I2O",,DARPA-BAA-10-94@darpa.mil,,,09/20/2010,03/30/2011,03/01/2011 12:36:01,Synopsis 5
DHS-15-NPD-007-000-01,Fiscal Year (FY) 2015 Homeland Security Preparedness Technical Assistance Program (HSPTAP),DHS-DHS,Department of Homeland Security - FEMA,525000,1,"GMD-Systems-Branch@fema.gov

",,GMD-Systems-Branch@fema.gov,,,07/06/2015,07/17/2015,07/06/2015 14:27:06,Synopsis 2
CDC-RFA-GH14-1416,Public Health Systems Capacity Building in India,HHS-CDC,Centers for Disease Control and Prevention,5,3750000,"CDC Procurement and Grants Office 
Technical Information Management Section (TIMS)
Phone 770-488-2700",,pgotim@cdc.gov,,,06/04/2014,07/17/2014,06/04/2014 13:26:04,Synopsis 1
F13AS00369,Asian Elephant Conservation Fund FY14,DOI-FWS,Fish and Wildlife Service,1500000,30,"Nikole Tucker
International Affairs Specialist
",,nikole_tucker@fws.gov,,,09/13/2013,11/01/2013,09/13/2013 14:51:13,Synopsis 1
2011-NIST-MEP-STATE-PARTNERSHIPS,Manufacturing Extension Partnership (MEP) Availability of Funds for MEP State Relations Support,DOC-NIST,National Institute of Standards and Technology,,,"Christopher Hunton
Grants Technical Assistant
Phone 301-975-5718",,christopher.hunton@nist.gov,,,02/10/2011,,02/10/2011 19:58:10,Synopsis 1
CDC-RFA-GH11-1101,Strengthening of Continuing Education for Field Epidemiology (& Laboratory) Training Programs [FE(L)TPs] through the Development of Training Materials with Web-Based Delivery Options,HHS-CDC,Centers for Disease Control and Prevention,250000,1,"CDC
Procurement and Grants Office (PGO)
Technical Information Management Section (TIMS)
Phone 770-488-2700",,pgotim@cdc.gov,,,03/19/2010,05/19/2010,03/19/2010 9:34:19,Synopsis 1
F13AS00367,Rhinoceros and Tiger  Conservation Fund FY14,DOI-FWS,Fish and Wildlife Service,2300000,55,"Cory Brown
International Affairs Specialist
Phone 703-358-2221",,cory_brown@fws.gov,,,09/17/2013,12/02/2013,09/17/2013 11:46:17,Synopsis 1
F13AS00288,Marine Turtle Conservation Fund,DOI-FWS,Fish and Wildlife Service,17000000,45,"Nikole Tucker, Grants Management Specialist, 703-358-2379
MSCF_Marineturtle@fws.gov
",,MSCF_Marineturtle@fws.gov,,,09/02/2013,10/01/2013,08/30/2013 17:15:30,Synopsis 1
F13AS00357,African Elephant Conservation Fund FY14,DOI-FWS,Fish and Wildlife Service,1700000,30,"Cory Brown
International Affairs Specialist
Phone 703-358-2221",,cory_brown@fws.gov,,,09/13/2013,12/02/2013,09/13/2013 14:42:13,Synopsis 1
DHS-16-NPD-007-00-01,Fiscal Year (FY) 2016 Homeland Security Preparedness Technical Assistance Program (HSPTAP),DHS-DHS,Department of Homeland Security - FEMA,525000,2,"User, System
ndgrants@fema.dhs.gov
",,ndgrants@fema.dhs.gov,,,07/19/2016,08/19/2016,07/19/2016 16:23:19,Synopsis 1
DHS-15-DNDO-106-001-002,2017 STC Chicago Continuation,DHS-OPO,Office of Procurement Operations - Grants Division,6675000,1,"Janet Bailey
Grants Specialist
Phone 202-447-0362",,janet.bailey@hq.dhs.gov,,,06/15/2017,08/01/2017,06/15/2017 7:15:15,Synopsis 1
DHS-15-DNDO-106-001-003,"Securing the Cities Program, 2017 STC Houston Continuation",DHS-OPO,Office of Procurement Operations - Grants Division,7400000,1,"Janet Bailey
Grants Specialist
Phone 202-447-0362",,janet.bailey@hq.dhs.gov,,,07/07/2017,08/08/2017,07/07/2017 11:23:07,Synopsis 1
DHS-17-NPD-007-00-01,Fiscal Year (FY) 2017 Homeland Security Preparedness Technical Assistance Program (HSPTAP),DHS-DHS,Department of Homeland Security - FEMA,525000,2,"User, System
ndgrants@fema.dhs.gov
",,ndgrants@fema.dhs.gov,,,07/07/2017,08/18/2017,07/07/2017 13:16:07,Synopsis 2
DHS-ST-061-CBTS-PARTNER,DHS S&T Center of Excellence for Cross-Border Threat Screening and Supply Chain Defense - Partner,DHS-OPO,Office of Procurement Operations - Grants Division,1500000,3,"Melanie Bales
Lead Grants Officer
Phone 202-447-5522",,Melanie.Bales@hq.dhs.gov,,,03/16/2017,08/04/2017,08/02/2017 10:10:02,Synopsis 12
F18AS00116,National Fire Plan-Wildland Urban Interface Community Fire Assistance,DOI-FWS,Fish and Wildlife Service,0,0," Laurie McDermott 413 253-8290
Laurie_McDermott@fws.gov
",,Laurie_McDermott@fws.gov,,,04/17/2018,,04/17/2018 13:38:17,Synopsis 1
HR001117S0011-06,OFFensive Swarm Enabled Tactics (OFFSET) Sprint 5,DOD-DARPA-TTO,DARPA - Tactical Technology Office,,,"BAA Coordinator
OFFSET@darpa.mil",,OFFSET@darpa.mil,,,09/26/2019,04/26/2020,11/07/2019 16:07:07,Synopsis 2
USDA-NRCS-HI-10-02,Pacific Islands Area Conservation Innovation Grants (CIG),USDA-NRCS-HISO,Hawaii State Office,,6,"Douglas Maguire
Grant & Agreement Specialist 
Phone 808-541-2600 ",,Douglas.maguire@hi.usda.gov,,,06/11/2010,07/16/2010,06/11/2010 15:33:11,Synopsis 2
SGA-DFA-PY-08-21,Recovery Act - Green Capacity Building Grants,DOL-ETA,Employment and Training Administration,5000000,,"Denise Roach
Grants Management Specialist
Phone 202-693-3820",,Roach.Denise@dol.gov,,,06/24/2009,08/05/2009,07/23/2009 15:37:23,Synopsis 2
APS-INDONESIA-10-011,Greenhouse Gas Mitigation Program,USAID-IND,Indonesia USAID-Jakarta,1500000,2,"Dominicus Soenarno
Acquistition Specialist
Phone 62-21-3435-9492",,dsoenarno@usaid.gov,,,02/12/2010,09/15/2010,03/05/2010 6:27:05,Synopsis 2
ONRBAA08-007,Basic Research  Challenge (BRC) Program,DOD-ONR,Office of Naval Research,,,"Lynn Christian
Contract Specialist
Phone 703-696-1575",,Lynn.Christian@navy.mil,,,03/04/2008,05/21/2008,05/06/2008 15:21:06,Synopsis 5
NM-RFA08-0003,New Mexico Challenge Cost Share Program,DOI-BLM,Bureau of Land Management,604000,30,"Janet Huff
Grants & Agreements Specialist
Phone 505-761-8941",,janet_huff@nm.blm.gov,,,03/18/2008,06/30/2008,03/18/2008 19:17:18,Synopsis 1
FR-5500-N-33,Community Challenge Planning Grant Program,HUD,Department of Housing and Urban Development,28000000,,"Sunarr K. Marshall
Phone 202-402-6011",,Sunaree.K.Marshall@hud.gov,,,07/27/2011,09/16/2011,09/06/2011 13:00:06,Synopsis 2
W81XWH-12-DMRDP-MID-CTA,DHP Defense Medical Research and Development Military Infectious Diseases Clinical Trial Award,DOD-AMRAA,Dept. of the Army -- USAMRAA,10500000,4,301-682-5507; help@cdmrp.org,,help@cdmrp.org,,,05/20/2011,09/07/2011,06/09/2011 16:37:09,Synopsis 2
RFA-IP-11-001,Virologic Evaluation of the Modes of Influenza Virus Transmission among Humans (U01),HHS-CDC-HHSCDCERA,Centers for Disease Control and Prevention - ERA,12000000,3,"Centers for Disease Control and Prevention
Procurement and Grants Office
TIMS
Phone 770-488-2700",,PGOTIM@cdc.gov,,,02/16/2011,04/05/2011,02/23/2011 18:24:23,Synopsis 2
W81XWH-14-DMRDP-MID-CTA,DoD DMRDP Military Infectious Diseases Clinical Trial Award,DOD-AMRAA,Dept. of the Army -- USAMRAA,11400000,4,"CDMRP Help Desk
301-682-5507",,help@cdmrp.org,,,06/04/2013,10/17/2013,08/26/2013 14:22:26,Synopsis 3
L13AS00156,BLM CA Panoche Plateau Leopard Lizard Shrub Habitat Study,DOI-BLM,Bureau of Land Management,123000,1,"Leona B Parker, GMO, 530-252-5338
lparker@blm.gov
",,lparker@blm.gov,,,07/30/2013,08/08/2013,07/30/2013 10:07:30,Synopsis 1
L10AS00201,Arizona Aquatic Ecosystem and Community Support,DOI-BLM,Bureau of Land Management,100000,5,"Paul Stout, Grants Management Officer, 602-417-9268
paul_stout@blm.gov
",,paul_stout@blm.gov,,,07/19/2010,08/04/2010,07/19/2010 16:16:19,Synopsis 1
P14AS00044,"Natural Resource Condition Assessments for Kaloko-Honokohau National Historical Park, Pu'uhonua o Honaunau National Historical Park, and Puukohola Heiau National Historic Site",DOI-NPS,National Park Service,120000,1,"William Nash, Contract Specialist, 415 623-2262
William_Nash@nps.gov
",,William_Nash@nps.gov,,,03/18/2014,04/16/2014,04/11/2014 15:45:11,Synopsis 2
F15AS00434,"Clean Vessel Act, Fiscal Year 2016",DOI-FWS,Fish and Wildlife Service,12000000,35,"Christy Vigfusson, Programs Branch Chief, 703-358-1748
Christy_Vigfusson@fws.gov
",,Christy_Vigfusson@fws.gov,,,08/12/2015,12/02/2015,08/12/2015 15:15:12,Synopsis 2
USDA-AMS-TM-FSMIP-G-16-0004,Federal-State Marketing Improvement Program,USDA-AMS,Agricultural Marketing Service,1000000,15,"Janise Zygmont
FSMIP Program Manager
Phone 202-720-5024",,janise.zygmont@ams.usda.gov,,,03/09/2016,05/12/2016,03/25/2016 11:39:25,Synopsis 2
EPA-R1-SNEP-2016,Southeast New England Program for Coastal Watershed Restoration,EPA,Environmental Protection Agency,7000000,21,"Karen Simpson
Fax: (617) 918-0672",,SEcoastalNE@epa.gov,,,12/09/2015,01/22/2016,12/22/2015 15:11:22,Synopsis 2
BOR-MP-16-0001,Central Valley Prjoect Improvement Act FY 2016,DOI-BOR,Bureau of Reclamation,500000,25,"Teresa Brown
Grants Management Specialist
tebrown@usbr.gov",,tebrown@usbr.gov,,,01/15/2016,03/01/2016,01/15/2016 16:52:15,Synopsis 1
USDA-NRCS-HI-11-02,Conservation Innovation Grants,USDA-NRCS-HISO,Hawaii State Office,300000,5,"Stephen Case
Contract Specialist
Phone 808-541-2600",,stephen.case@hi.usda.gov,,,03/24/2011,05/20/2011,03/24/2011 17:03:24,Synopsis 1
USDA-AMS-TM-FSMIP-G-17-0004,Federal-State Marketing Improvement Program,USDA-AMS,Agricultural Marketing Service,1000000,10,"Martin Rosier
Grants Manager
Phone 2022608449",,martin.rosier@ams.usda.gov,,,01/11/2017,03/27/2017,01/11/2017 11:13:11,Synopsis 2
M17AS00015,BOEM FY 2017 Environmental Studies Program,DOI-MMS,Bureau of Ocean Energy Management,1900000,1," Joanne Murphy 703-787-1024
Joanne.Murphy@bsee.gov
",,Joanne.Murphy@bsee.gov,,,04/06/2017,06/06/2017,05/01/2017 14:05:01,Synopsis 2
NOAA-NMFS-NCBO-2018-2005524,Fiscal Year 2018 Chesapeake Bay Fisheries Research Program,DOC,Department of Commerce,500000,,"Kevin Schabow, 410-295-3145, 410 SEVERN AVE, Annapolis, MD 21403-2524, kevin.schabow@noaa.gov",,kevin.schabow@noaa.gov,,,02/20/2018,04/26/2018,02/20/2018 12:37:20,Synopsis 1
USDA-AMS-TM-FSMIP-G-18-0004,Federal-State Marketing Improvement Program,USDA-AMS,Agricultural Marketing Service,1000000,40,"Martin ""RO"" Rosier
Team Lead
Phone 202-260-8449",,martin.rosier@usda.gov,,,03/07/2018,05/07/2018,03/07/2018 14:21:07,Synopsis 1
NOAA-NMFS-SE-2019-2005794,FY 2019 Marine Fisheries Initiative (MARFIN),DOC,Department of Commerce,2500000,5,"For questions regarding the application process, you may contact: Kelly Donnelly, Grants Management Branch, (727) 551-5731, or kelly.donnelly@noaa.gov.",,kelly.donnelly@noaa.gov,,,08/22/2018,10/23/2018,08/22/2018 17:06:22,Synopsis 1
7200-RFI-COUNTYAPS-2019-4,KAUNTI KUJITEGEMEA NA KUJISIMAMIA,USAID,Agency for International Development,,12,"Nya Kwai S Boayue
Contracting Specialist
Phone 2022166225",,nboayue@usaid.gov,,,04/29/2019,08/30/2019,04/29/2019 9:55:29,Synopsis 4
DHS-19-MT-041-00-01,Fiscal Year (FY) 2019 High Hazard Potential Dams (HHPD) Rehabilitation Grant,DHS-DHS,Department of Homeland Security - FEMA,10000000,51,"Systems, GPD
GMD-Systems-Branch@fema.gov",,GMD-Systems-Branch@fema.gov,,,05/22/2019,07/08/2019,05/22/2019 10:12:22,Synopsis 1
USDA-APHIS-10025-VSSPRS00-20-0124,Chronic Wasting Disease Management and Response Activities 2020 Cooperative Agreements,USDA-APHIS,Animal and Plant Health Inspection Service,3500000,30,Veterinary Services Agreements Staff,,VS.FiOps.ASC.Agreements@usda.gov,,,07/09/2020,08/14/2020,07/09/2020 10:33:09,Synopsis 2
OJJDP-2010-2722,Recovery Act-Needs Assessment and Developmental Activities for the National Internet Crimes Against Children Data System (NIDS),USDOJ-OJP-OJJDP,Office of Juvenile Justice Delinquency Prevention,921102,1,"Katherine Darke Schmitt
Deputy Associate Administrator
Phone 202-616-7373",,katherine.darke.schmitt@usdoj.gov,,,06/02/2010,07/15/2010,06/25/2010 13:30:25,Synopsis 3
DARPA-BAA-09-22,Strategic Technologies,DOD-DARPA-STO,DARPA - Strategic Technology Office,,,BAA Coordinator,,BAA09-22@darpa.mil,,,03/11/2009,09/11/2010,03/07/2010 12:13:07,Synopsis 2
DARPA-BAA-10-61,TCTO Office-Wide BAA,DOD-DARPA-TCTO,DARPA - Transformational Convergence Technology,,0,"Norman Whitaker
DARPA-BAA-10-61@darpa.mil
",,DARPA-BAA-10-61@darpa.mil,,,05/07/2010,05/06/2011,05/07/2010 12:20:07,Synopsis 1
DARPA-BAA-09-19,Zeno-based Opto-Electronics (ZOE),DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,BAA Coordinator,,DARPA-BAA-09-19,,,12/11/2008,12/10/2009,12/11/2008 8:48:11,Synopsis 1
DARPA-BAA08-65,DARPA Mathematical Challenges,DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,BAA Coordinator,,BAA08-65@darpa.mil,,,09/26/2008,09/25/2009,09/26/2008 11:09:26,Synopsis 1
DARPA-BAA-12-29,I2O Office-Wide,DOD-DARPA-I2O,DARPA - Information Innovation Office,,,"Norman Whitaker
Deputy Director
DARPA/I2O",,DARPA-BAA-12-29@darpa.mil,,,06/07/2012,06/07/2013,06/07/2012 16:03:07,Synopsis 1
DHS-11-NPD-007-000-02,FY 2011 Homeland Security Preparedness Technical Assistance Program - National Governors Association,DHS-DHS,Department of Homeland Security - FEMA,275000,1,Systems and Business Support Branch,,GMD-Systems-Branch@fema.gov,,,09/26/2011,09/27/2011,09/26/2011 11:08:26,Synopsis 2
DHS-12-NPD-005-000-01,FY 2012 Homeland Security National Training Program (HSNTP)-Continuing Training Grants (CTG),DHS-DHS,Department of Homeland Security - FEMA,3793600,1,GMD Systems Branch,,GMD-Systems-Branch@fema.gov.,,,06/21/2012,07/03/2012,06/21/2012 11:25:21,Synopsis 1
BAA-RQKM-2013-0005,AFRL Research Collaboration Program,DOD-AFRL,Air Force -- Research Lab,49500000,40,"Kyle West
Contract Negotiator
Phone 937-713-9885",,kyle.west.10@us.af.mil,,,12/20/2012,12/20/2017,12/04/2015 12:04:04,Synopsis 4
DARPA-BAA08-70,Heterostructural Uncooled Magnetic Sensors (HUMS),DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,BAA Coordinator,,BAA08-70@darpa.mil,,,09/26/2008,09/25/2009,11/24/2008 10:22:24,Synopsis 2
DHS-08-NPD-053-1912,FY 2008 Citizen Corps Program National Emergency Technology Guard (NET Guard) Guidance and Application Kit,DHS-DHS,Department of Homeland Security - FEMA,80000,4,"Centralized Scheduling and Information Desk (CSID)
askcsid@dhs.gov
1-800-368-6498
",,askcsid@dhs.gov,,,06/18/2008,07/18/2008,07/02/2008 17:30:02,Synopsis 3
