pmid	title	journal
32315792	Acute At Home Management of Anaphylaxis During the Covid-19 Pandemic.	J Allergy Clin Immunol Pract
32315758	The immediate mental health impacts of the COVID-19 pandemic among people with or without quarantine managements.	Brain Behav Immun
32315757	Current data on the cardiovascular effects of COVID-19.	Hellenic J Cardiol
32315756	Challenges of managing the asymptomatic carriers of SARS-CoV-2.	Travel Med Infect Dis
32315733	Elevated Troponin in Patients With Coronavirus Disease 2019: Possible Mechanisms.	J Card Fail
32315732	Virtual Visits for Care of Patients with Heart Failure in the Era of COVID-19: A Statement from the Heart Failure Society of America.	J Card Fail
32315725	Suppressed T cell-mediated immunity in patients with COVID-19: A clinical retrospective study in Wuhan, China.	J Infect
32315724	Viral dynamics of SARS-CoV-2 across a spectrum of disease severity in COVID-19.	J Infect
32315723	Current epidemiological and clinical features of COVID-19; a global perspective from China.	J Infect
32315667	Put a lid on it: Are faecal bio-aerosols a route of transmission for SARS-CoV-2?	J Hosp Infect
32315626	Probable Pangolin Origin of SARS-CoV-2 Associated with the COVID-19 Outbreak.	Curr Biol
32315614	Laboratory data analysis of novel coronavirus (COVID-19) screening in 2510 patients.	Clin Chim Acta
32315600	Re: Ventilation-Perfusion Scans During the Coronavirus Disease 2019 (COVID-19) Outbreak.	J Am Coll Radiol
32315599	Academic Radiology Departmental Operational Strategy Related to the Coronavirus Disease 2019 (COVID-19) Pandemic.	J Am Coll Radiol
32315559	Protecting older people from COVID-19: should the United Kingdom start at age 60?	J R Soc Med
32315548	A Call for Rational Intensive Care in the Era of COVID-19.	Am J Respir Cell Mol Biol
32315543	An Asymptomatic Patient with COVID-19.	Am J Respir Crit Care Med
32315487	Clinical and Autoimmune Characteristics of Severe and Critical Cases of COVID-19.	Clin Transl Sci
32315451	Barriers and facilitators to healthcare workers' adherence with infection prevention and control (IPC) guidelines for respiratory infectious diseases: a rapid qualitative evidence synthesis.	Cochrane Database Syst Rev
32315429	Eosinophil count in severe coronavirus disease 2019 (COVID-19).	QJM
32315421	Response letter to Eosinophil count in severe coronavirus disease 2019 (COVID-19).	QJM
32315390	Rapid detection of COVID-19 coronavirus using a reverse transcriptional loop-mediated isothermal amplification (RT-LAMP) diagnostic platform.	Clin Chem
32315386	Atypical presentation of COVID-19 in a frail older person.	Age Ageing
32315380	Web Exclusive. Annals for Hospitalists Inpatient Notes - Preparing for Battle: How Hospitalists Can Manage the Stress of COVID-19.	Ann Intern Med
32315282	Estimation of Coronavirus Disease Case-Fatality Risk in Real Time.	Emerg Infect Dis
32315281	Possible Bat Origin of Severe Acute Respiratory Syndrome Coronavirus 2.	Emerg Infect Dis
32315263	Telemedicine in the Time of the Coronavirus.	Telemed J E Health
32315261	Information Overload: A Method to Share Updates among Frontline Staff during the COVID-19 Pandemic.	Otolaryngol Head Neck Surg
32315256	Introduction: A New Coronavirus Emerges, This Time Causing a Pandemic.	Annu Rev Virol
32315253	Family Member Visits to Critically Ill Patients During COVID-19: A New Pathway (Re: Telemed J E Health 2020. [Epub ahead of print]; DOI: 10.1089/tmj.2020.29040.rb).	Telemed J E Health
32315244	The Technique and Justification for Minimally Invasive Surgery in COVID-19 Pandemic: Laparoscopic Anterior Resection for Near Obstructed Rectal Carcinoma.	J Laparoendosc Adv Surg Tech A
32315229	COVID-19 and the CRISPR Community Response.	CRISPR J
32315205	The Obstacle Course of Reperfusion for ST-Segment-Elevation Myocardial Infarction in the COVID-19 Pandemic.	Circulation
32315203	Lessons learned from COVID-19 epidemic in Iran: The role of medical education.	Med Teach
32315201	Mobilization and Preparation of a Large Urban Academic Center During the COVID-19 Pandemic.	Ann Am Thorac Soc
32315171	Fast Identification of Possible Drug Treatment of Coronavirus Disease-19 (COVID-19) through Computational Drug Repurposing Study.	J Chem Inf Model
32315124	Is COVID-19 the first pandemic that evolves into a panzootic?	Vet Ital
32315122	COVID-19 in a High-Risk Dual Heart and Kidney Transplant Recipient.	Am J Transplant
32315113	Managing a tertiary-level NICU in the time of COVID-19: Lessons learned from a high-risk zone.	Pediatr Pulmonol
32315082	capital PE, Cyrillicpasmall ve, Cyrillica small de, Cyrillicesmall te, Cyrillicesmall short i, Cyrillic-small i, Cyrillicsmall en, Cyrillicsmall ve, Cyrillicasmall el, Cyrillicsmall i, Cyrillicsmall de, Cyrillicosmall ve, Cyrillic small ve, Cyrillic small che, Cyrillicpesmall ze, Cyrillicsmall ve, Cyrillicsmall yeru, Cyrillicsmall che, Cyrillicasmall short i, Cyrillicsmall en, Cyrillicsmall yeru, Cyrillicx csmall i, Cyrillicsmall te, Cyrillicyasmall tse, Cyrillicsmall i, Cyrillicsmall ya, Cyrillicx small ve, Cyrillic osmall be, Cyrillicsmall el, Cyrillicacsmall te, Cyrillicsmall i, Cyrillic small ze, Cyrillicsmall de, Cyrillicpasmall ve, Cyrillicooxpasmall en, Cyrillicesmall en, Cyrillicsmall i, Cyrillicsmall ya, Cyrillic: small pe, Cyrillicposmall be, Cyrillicsmall el, Cyrillicesmall em, Cyrillica COVID-19.	Dev Med Child Neurol
32315079	Varicella-like exanthem associated with COVID-19 in an 8-year-old girl: A diagnostic clue?	Pediatr Dermatol
32315076	Participant and Caregiver Perspectives on Clinical Research During Covid-19 Pandemic.	J Am Geriatr Soc
32315075	COVID-19, Post-acute Care Preparedness and Nursing Homes: Flawed Policy in the Fog of War.	J Am Geriatr Soc
32315073	Cutaneous Clinico-Pathological Findings in three COVID-19-Positive Patients Observed in the Metropolitan Area of Milan, Italy.	Acta Derm Venereol
32315031	"Letter to the Editor: ""Our Response to COVID-19 as Endocrinologists and Diabetologists""."	J Clin Endocrinol Metab
32315026	Responding to the COVID-19 outbreak in Singapore: Staff Protection and Staff Temperature and Sickness Surveillance Systems.	Clin Infect Dis
32315025	After the COVID-19 Pandemic: The Next Wave of Health Challenges for Older Adults.	J Gerontol A Biol Sci Med Sci
32314976	Chinese Public's Attention to the COVID-19 Epidemic on Social Media: Observational Descriptive Study.	J Med Internet Res
32314954	COVID-19 Community Stabilization and Sustainability Framework: An Integration of the Maslow Hierarchy of Needs and Social Determinants of Health.	Disaster Med Public Health Prep
32314953	Public Health and COVID-19: From Response to Recovery.	Disaster Med Public Health Prep
32314952	Public Health Decision-Making in the Real World: Four Points to Reshape It After COVID-19.	Disaster Med Public Health Prep
32314951	Opioid use disorder and the COVID 19 pandemic: A call to sustain regulatory easements and further expand access to treatment.	Subst Abus
32314950	Society for Vascular Medicine (SVM) Leaders Respond to the COVID-19 Crisis.	Vasc Med
32314881	[Strategy of dental clinics to cope with the epidemic period of infectious diseases based on the experience of corona virus disease outbreak].	Hua Xi Kou Qiang Yi Xue Za Zhi
32314871	Targeting the Adipose Tissue in COVID-19.	Obesity (Silver Spring)
32314868	Is Adipose Tissue a Reservoir for Viral Spread, Immune Activation, and Cytokine Amplification in Coronavirus Disease 2019?	Obesity (Silver Spring)
32314861	Obesity is Associated with Severe Forms of COVID-19.	Obesity (Silver Spring)
32314850	Melatonin: Roles in influenza, Covid-19, and other viral infections.	Rev Med Virol
32314819	An effective screening and management process in the outpatient clinic for patients requiring hospitalization during the COVID-19 pandemic.	J Med Virol
32314811	Understanding evolution of SARS-CoV-2: A perspective from analysis of genetic diversity of RdRp gene.	J Med Virol
32314810	Central nervous system involvement by severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2).	J Med Virol
32314808	Comment on Li et al: COVID-19 patients' clinical characteristics, discharge rate, and fatality rate of meta-analysis.	J Med Virol
32314806	Psychological stress of medical staffs during outbreak of COVID-19 and adjustment strategy.	J Med Virol
32314805	CT imaging features of 4121 patients with COVID-19: A meta-analysis.	J Med Virol
32314804	Epidemiological trends of COVID-19 epidemic in Italy over March 2020: From 1000 to 100 000 cases.	J Med Virol
32314799	Acute hypertriglyceridemia in patients with COVID-19 receiving tocilizumab.	J Med Virol
32314798	COVID-19 infection in patients with sickle cell disease.	Br J Haematol
32314792	"Challenges in the Care of IBD Patients During the CoViD-19 Pandemic: Report From a ""Red Zone"" Area in Northern Italy."	Inflamm Bowel Dis
32314790	What's New With the Old Coronaviruses?	J Pediatric Infect Dis Soc
32314784	A Frail Health Care System for an Old Population: Lesson form the COVID-19 Outbreak in Italy.	J Gerontol A Biol Sci Med Sci
32314729	Dilemmas and Priorities in the Neonatal Intensive Care Unit during the COVID-19 Pandemic.	Dan Med J
32314704	Ivermectin and COVID-19: Keeping Rigor in Times of Urgency.	Am J Trop Med Hyg
32314701	The Pandemic of Hate is Giving COVID-19 a Helping Hand.	Am J Trop Med Hyg
32314700	Reflections on Resilience during the COVID-19 Pandemic: Six Lessons from Working in Resource-Denied Settings.	Am J Trop Med Hyg
32314699	Case Report: The Importance of Novel Coronavirus Disease (COVID-19) and Coinfection with Other Respiratory Pathogens in the Current Pandemic.	Am J Trop Med Hyg
32314698	Case Report: Hepatotoxicity Associated with the Use of Hydroxychloroquine in a Patient with COVID-19.	Am J Trop Med Hyg
